source,target,POS
Pıvovarov,Pıvovarov,properNoun
kilse,kilise,noun
ucüm,saldırı,noun
Malavi,Malavi,properNoun
küncü,küncü,noun
Antsiferov,Antsiferov,properNoun
Putıvl,Putıvl,properNoun
tasdıqlama,doğrulama,noun
teşebbüskâr,müteşebbis,noun
keñeşçi,danışman,noun
kira,kira,noun
hususan,özellikle,adverb
afta,hafta,noun
dam,dam,noun
İosifoviç,İosifov,properNoun
in,in,verb
avto,araba,noun
Nomanov,Nomanov,properNoun
Camilov,Camilov,properNoun
Uganda,Uganda,properNoun
sil,sil,verb
Vrotslav,Wrocław,properNoun
sil,kirlet,verb
Rubanenko,Rubanenko,properNoun
albuki,halbuki,adverb
ağrı,ağrı,noun
ilim,bilim,noun
Canköy,Canköy,properNoun
vatanperver,vatanperver,adjective
basketbol,basketbol,noun
kişi,kişi,noun
esir,esir,noun
Deşt-i Qıpçaq,Deşt-i Kıpçak,properNoun
Slobodân,Slobodan,properNoun
terror,terör,noun
icracı,icracı,noun
Storojınets,Storojınets,properNoun
Küzmenko,Küzmenko,properNoun
stol,masa,noun
eyecanlandır,çalkandır,verb
apellâtsion,isim,noun
cep,cep,noun
nefaqa,maaş,noun
departament,bölüm,noun
Konstantin,Konstantin,properNoun
Zekkiye,Zekkiye,properNoun
illüminatsiya,aydınlanma,noun
Tısmenıtsâ,Tısmenıtsa,properNoun
istismarcı,istismarcı,noun
Mıkulıntsi,Mıkulıntsi,properNoun
qoruv,güvenlik,noun
iqtisatçı,iktisatçı,noun
raqam,rakam,noun
Derdarov,Derdarov,properNoun
cayıl,yayıl,verb
Digtâri,Digtari,properNoun
Karikov,Karikov,properNoun
Gusâtın,Gusatın,properNoun
tabiiy,doğal,adjective
Reşıtılivka,Reşıtılivka,properNoun
stabil,stabil,adjective
teşkil et,teşkil et,verb
ilindir,iliştir,verb
yaqınlaş,yakınlaş,verb
Otis,Otis,properNoun
dikdörtgen,dikdörtgen,noun
keçir,gerçekleştir,verb
tavuq,tavuk,noun
SOS,SOS,properNoun
yan,yan,noun
status-kvo,statüko,noun
mototsikl,motosiklet,noun
Martyanov,Martyanov,properNoun
Qırğızistan,Kırgızistan,properNoun
haydut,haydut,noun
Fedorov,Fedorov,properNoun
mağlübiyet,yenilgi,noun
vazgeç,vazgeç,verb
Verhne Sınövıdne,Verhne Sınövıdne,properNoun
umumen,genelde,adverb
İlyas,İlyas,properNoun
ceet,yön,noun
ece,ece,noun
Lukaşenko,Lukaşenko,properNoun
sivril,seçil,verb
Petrovskoye,Petrovskoye,properNoun
Kagarlık,Kagarlık,properNoun
rağbet,rağbet,noun
Katasonov,Katasonov,properNoun
Kojurov,Kojurov,properNoun
Rustam,Rüstem,properNoun
mehanizatsiya,makineleşme,noun
şamata,şamata,noun
devir,devir,noun
emanet,emanet,noun
Gamal,Gamal,properNoun
bir,bir,determiner
din,din,noun
vefat,vefat,noun
territoriya,bölge,noun
Çernovtsı,Çernovtsı,properNoun
umumtasil,ilköğretim,noun
kvadrat,kare,adjective
mecburen,mecburen,adverb
Lima,Lima,properNoun
İrşava,İrşava,properNoun
Aqçora,Akçora,properNoun
renk,renk,noun
Kutsenko,Kutsenko,properNoun
Münih,Münih,properNoun
Prokopyev,Prokopyev,properNoun
o,o,determiner
o,o,demonstrativePronoun
o,o,pronoun
o,o,determiner
o,o,demonstrativePronoun
o,o,determiner
o,o,demonstrativePronoun
o,o,pronoun
o,o,determiner
o,o,demonstrativePronoun
kollaboratsionizm,işbirlikçilik,noun
Solovyev,Solovyev,properNoun
Bağçasaray,Bahçesaray,properNoun
dal,dal,verb
yerli,yerli,adjective
aracı,aracı,noun
bestekâr,bestekar,noun
Üç Köz,Üç Köz,properNoun
keskin,keskin,adjective
çoq,çok,adverb
Vınnıkı,Vınnıkı,properNoun
tayyare,teyyare,noun
tüzen,süslen,verb
belgisiz,belirsiz,adjective
missiya,görev,noun
kiyindir,giydir,verb
Drujba,Drujba,properNoun
añlaşma,anlaşma,noun
işaret,işaret,noun
Alekseyeviç,Alekseyev,properNoun
intelligentsiya,aydınlar sınıfı,noun
direktor,yönetici,noun
tarik,tarik,noun
Nijın,Nijın,properNoun
YouTube,YouTube,properNoun
qurban,kurban,noun
elektrifikatsiya,elektriklenme,noun
niş,niş,noun
telükeli,tehlikeli,adjective
telekommunikatsion,telekomünikasyon,noun
Primov,Primov,properNoun
hayır,hayır,noun
keliş,sözleş,verb
Semönçenko,Semönçenko,properNoun
Gluhiv,Gluhiv,properNoun
iftira,iftira,noun
Parşçikov,Parşçikov,properNoun
edebiy,edebi,adjective
qısmen,kısmen,adverb
sülâle,hanedan,noun
qanunsuz,hukuksuz,adjective
Mecitov,Mecitov,properNoun
işğalci,işgalci,adjective
avla,avla,verb
Mirnıy,Mirnıy,properNoun
Novoozörnoye,Novoozörnoye,properNoun
rejim,rejim,noun
izaat,açıklama,noun
adet,adet,noun
Gdansk,Gdansk,properNoun
Ömer,Ömer,properNoun
boldur,yorul,verb
assotsiyaatsiya,birleşme,noun
ocak,ocak¹,noun
tertip,tertip,noun
fevral,şubat,noun
mağrur,mağrur,noun
Vinkivtsi,Vinkivtsi,properNoun
Turiçnov,Turiçnov,properNoun
teşkerüv,sorgu,noun
Lübimov,Lübimov,properNoun
Sem,Sem,properNoun
Pisarenko,Pisarenko,properNoun
ıstıla,terim,noun
resmiy,resmi,adjective
taşlan,taşlaş,verb
cenübiy,güney,adjective
Novoarhangelsk,Novoarhangelsk,properNoun
sistem,sistem,noun
köpür,köprü,noun
Raupov,Raupov,properNoun
gece,gece,noun
Abduraman,Abdürrahman,properNoun
köy,köy,noun
taşla,taşla,verb
komitet,komite,noun
saqın,sakın,verb
Medvedev,Medvedev,properNoun
unut,unut,verb
manzara,manzara,noun
ştat,devlet,noun
Ametov,Ametov,properNoun
yarlıq,simge,noun
drujinnik,gönüllü,noun
saqat,sakat,noun
cin,cin,noun
mayıs,mayıs,noun
elektrik,elektrik,noun
tevsiye,tavsiye,noun
Beketov,Beketov,properNoun
seksen,seksen,numeral
putperestlik,putperestlik,noun
trolleybus,tramvay,noun
zan,zan,noun
Cınğız,Cengiz,properNoun
patron,patron,noun
Voronov,Voronov,properNoun
balet,balet,noun
karikatura,karikatür,noun
metal,metal,noun
taraf,taraf,noun
Gamzayev,Gamzayev,properNoun
Sadredinov,Sadredinov,properNoun
zıddiyet,kutuplaşma,noun
tamır,kök,noun
Mukaçeve,Mukaçeve,properNoun
sefer,sefer,noun
emir,emir,noun
deputat,sözcü,noun
araştır,araştır,verb
qart,yaşlı,adjective
Köln,Köln,properNoun
tama,arma,noun
husus,husus,noun
mertlik,mertlik,noun
Qudus,Kudüs,properNoun
Emirsaliyev,Emirsaliyev,properNoun
aciz,aciz,adjective
nesir,nesir,noun
didaktizm,didaktiklik,noun
sarsı,sarsıl,verb
Smoline,Smoline,properNoun
Yevgeniy,Yevgeni,properNoun
tesir,tesir,noun
esirlik,esaret,noun
Çehov,Çehov,properNoun
acı,acı,noun
Özenbaş,Özenbaş,properNoun
ilâhre,vesaire,adverb
peşkir,havlu,noun
İrlandiya,İrlanda,properNoun
Gülnara,Gülnara,properNoun
ham,ham,noun
islam,islam,noun
Vovkovıntsi,Vovkovıntsi,properNoun
Lübonenko,Lübonenko,properNoun
Konstatinov,Konstatinov,properNoun
Marta,Marta,properNoun
hiyanet,hıyanet,noun
printsip,ana,noun
Çugunnikov,Çugunnikov,properNoun
Turmanov,Turmanov,properNoun
ciet,yön,noun
Kerimov,Kerimov,properNoun
civar,civar,noun
Berdıçiv,Berdıçiv,properNoun
atta,hatta,subordinatingConjunction
nizam,nizam,noun
York,York,properNoun
Brusıliv,Brusıliv,properNoun
iftihar,iftihar,noun
alay,alay,noun
inşa,inşa,noun
unsur,unsur,noun
Çop,Çop,properNoun
Mujenko,Mujenko,properNoun
Lobez,Łobez,properNoun
Kurov,Kurov,properNoun
Dolgopolov,Dolgopolov,properNoun
ne vaqıt,ne zaman,adverb
güzel,güzel,adjective
Korolenko,Korolenko,properNoun
min,defo,noun
Granitne,Granitne,properNoun
yımırta,yumurta,noun
biz,biz,pronoun
biz,biz,personalPronoun
Çernomorneftegaz,Çernomorneftegaz,properNoun
taaciplen,utan,verb
Toqtamış,Toktamış,properNoun
stipendiya,burs,noun
pişir,ye,verb
kiriş,giriş,verb
Sitvaliyev,Sitvaliyev,properNoun
Gonçarenko,Gonçarenko,properNoun
ğaliba,galiba,adverb
Grıtsiv,Grıtsiv,properNoun
Saharov,Saharov,properNoun
Tsvitkove,Tsvitkove,properNoun
Sigrid,Sigrid,properNoun
iteş,elleş,verb
stereotip,stereotip,noun
put,put,noun
Qırım,Kırım,properNoun
aylıq,aylık,adjective
Hairov,Hairov,properNoun
edebiyat,edebiyat,noun
Askaniya-Nova,Askaniya-Nova,properNoun
kergin,gergin,adjective
arnavut,arnavut,adjective
Çabanov,Çabanov,properNoun
kinofestival,film festivali,noun
nasihat,nasihat,noun
böylelikle,böylelikle,adverb
Kelmentsi,Kelmentsi,properNoun
Kişine,Kişine,properNoun
Kopıçıntsi,Kopıçıntsi,properNoun
ücret,ücret,noun
niayet,nihayet,adverb
Gresovskiy,Gresovskiy,properNoun
iptidaiy,iptidai,adjective
de,de,verb
reber,başkan,noun
kel,gel,verb
Zgurivka,Zgurivka,properNoun
istismar,istismar,noun
Seitablayev,Seitablayev,properNoun
kultura,medeniyet,noun
böl,bölüştür,verb
yaqınlaş,yakış,verb
doktor,doktor,noun
arnavutlıq,arnavutluk,noun
Muyedinov,Muyedinov,properNoun
teşkilci,düzenleyici,noun
Aluşta,Aluşta,properNoun
suniy,suni,adjective
kur,kur,noun
Seydametov,Seydametov,properNoun
laqırdı,sohbet,noun
Tlumaç,Tlumaç,properNoun
aktsioner,hissedar,noun
ticariy,ticari,adjective
lı,lı,postposition
Ronald,Ronald,properNoun
endiden,şimdiden,adverb
iştirak et,katıl,verb
kart,kart,noun
radiokomitet,radyo komisyonu,noun
beton,beton,noun
Fillipov,Fillipov,properNoun
post,post,noun
Alime,Alime,properNoun
Konstantinopolis,Konstantinopolis,properNoun
ele,ek,verb
Lutsk,Lutsk,properNoun
fena,fena,adjective
piket,miting,noun
oppozitsiya,karşıtlık,noun
informatsion,bilgi,noun
bin,bin,verb
Viyana,Viyana,properNoun
bit,yetiş,verb
Abduraimov,Abduraimov,properNoun
MQMİK,MKMİK,properNoun
Abdülkerim,Abdülkerim,properNoun
bitmek,bitmek,noun
Gluhov,Gluhov,properNoun
yuqarıda,yukarıda,adverb
sıqıl,sıkıl,verb
yunanca,Yunanca,noun
Anşakov,Anşakov,properNoun
qartop,kartopu,noun
Ğana,Gana,properNoun
PACE,PACE,properNoun
umumiy,umumi,adjective
vatandaş,vatandaş,noun
İvaşçenko,İvaşçenko,properNoun
erleştir,yerleştir,verb
Sarayevo,Saraybosna,properNoun
peyda et,yarat,verb
Bayramov,Bayramov,properNoun
silâlandır,silahlandır,verb
arnavutça,arnavutça,noun
Suleyman,Süleyman,properNoun
Doha,Doha,properNoun
Rjışçiv,Rjışçiv,properNoun
Ust-Çorna,Ust-Çorna,properNoun
Burdügov,Burdügov,properNoun
yüksel,yüksel,verb
intervyü,röpörtaj,noun
qavmiy,ulusal,adjective
global,global,noun
köpek,köpek,noun
devletçilik,devletçilik,noun
Mogilev,Mogilev,properNoun
köntseptsiya,mefhum,noun
Simferopol,Simferopol,properNoun
ket,git,verb
hoşnut,hoşnut,adjective
telükesizlik,emniyet,noun
mürettip,mürettip,noun
Mironov,Mironov,properNoun
Valeriy,Valeri,properNoun
demir,demir,noun
Çutove,Çutove,properNoun
anahtar,anahtar,noun
Tuzlı,Tuzlı,properNoun
osmanlı,Osmanlı,noun
mırza,bey,noun
tabaqa,tabaka,noun
ketişat,gidişat,noun
Daşiv,Daşiv,properNoun
Krutov,Krutov,properNoun
Simonov,Simonov,properNoun
tay,kay,verb
yemin,yemin,noun
start,start,noun
provokatsiya,provokasyon,noun
Dımıtrove,Dımıtrove,properNoun
qırımlı,kırımlı,adjective
Alfred,Alfred,properNoun
pişkinlik,pişkinlik,noun
xoş,hoş,adjective
bu,bu,pronoun
bu,bu,determiner
bu,bu,demonstrativePronoun
sebze,sebze,noun
Elmira,Elmira,properNoun
taktika,taktik,noun
Zavodske,Zavodske,properNoun
obyektiv,mercek,noun
canlandır,canlandır,verb
Borova,Borova,properNoun
PrivatBank,PrivatBank,properNoun
Alâdin,Alaadin,properNoun
innovatsion,değişiklik,noun
şeadet,şehadet,noun
stand,stand,noun
neşriyat,neşriyat,noun
hit,hit,noun
voyevodalıq,voyvodalık,noun
Şabutov,Şabutov,properNoun
yerleş,yerleş,verb
Solotvıno,Solotvıno,properNoun
dramaturg,senarist,noun
para,para,noun
Kürtiyev,Kürtiyev,properNoun
iklim,iklim,noun
qırğız,kırgız,noun
ufan,ufalan,verb
Ömelçenko,Ömelçenko,properNoun
Macaristan,Macaristan,properNoun
ya,ya,coordinatingConjunction
kendi,kendi,pronoun
kendi,kendi,determiner
kendi,kendi,reflexivePersonalPronoun
yalan,yalan,noun
Şçelokov,Şçelokov,properNoun
Serikov,Serikov,properNoun
İbraim,İbrahim,properNoun
San Tome ve Prinsipi,São Tomé ve Príncipe,properNoun
tabiat,doğa,noun
ballandır,tatlandır,verb
Petrov,Petrov,properNoun
meyva,meyva,noun
Hannover,Hannover,properNoun
teneffüs,teneffüs,noun
Sivas,Sivas,properNoun
qıymet,değer,noun
İbragimov,İbragimov,properNoun
Kadırov,Kadir,properNoun
bazar,pazar,noun
bakteriya,bakteri,noun
sahte,sahte,adjective
millitsiya,polis,noun
fayız,yüzde,noun
pedagog,pedagog,noun
operatsiya,operasyon,noun
Kostrıjivka,Kostrıjivka,properNoun
Libiya,Libya,properNoun
Yunusov,Yunusov,properNoun
Borağanskiy,Borağansk,properNoun
iyül,temmuz,noun
Bıdgoşç,Bydgoszcz,properNoun
Nauçnıy,Nauçnıy,properNoun
nebi,nebi,noun
qadın,kadın,noun
eşya,eşya,noun
yedinstvo,birlik,noun
Terebovlâ,Terebovla,properNoun
Terehov,Terehov,properNoun
hareket,hareket,noun
Beglov,Beglov,properNoun
televideniye,televizyon,noun
anatomiya,anatomi,noun
tezkere,tezkere,noun
Moçanov,Moçanov,properNoun
köylü,köylü,noun
ortaq,ortak,noun
mahsul,mahsul,noun
reportör,muhabir,noun
gülistan,gülistan,noun
süy,sev,verb
Grinenko,Grinenko,properNoun
Qoz,Koz,properNoun
Tarhan,Tarhan,properNoun
batalyon,kıta,noun
sadıq,sadık,adjective
Veselkov,Veselkov,properNoun
yengil,hafif,adjective
mütehassıs,uzman,noun
şıra,şıra,noun
Meyer,Meyer,properNoun
doquz,dokuz,numeral
Peremışlânı,Peremışlanı,properNoun
alevlendir,alevlendir,verb
ibare,ibare,noun
mesüliet,sorumluluk,noun
Charlie,Charlie,properNoun
esna,esna,noun
Bespalov,Bespalov,properNoun
tapmaca,tapmaca,noun
silâsızlandır,silahsızlandır,verb
balaban,büyük,adjective
Çiygoz,Çiygöz,properNoun
çar,çar,noun
Roslâkov,Roslakov,properNoun
maden,maden,noun
Lozove,Lozove,properNoun
teke,teke,noun
asır,asır,noun
ders,ders,noun
Gambiya,Gambiya,properNoun
Roma,Roma,properNoun
Zimbabve,Zimbabve,properNoun
bürüş,buruş,verb
denil,denil,verb
şarqiy,doğu,adjective
Kurbedinov,Kurbedinov,properNoun
iradeli,iradeli,adjective
hristian,Hıristiyan,noun
Gürcistan,Gürcistan,properNoun
seadet,saadet,noun
örmek,örmek,noun
Hmelnitskiy,Hmelnitsk,properNoun
yanaq,yanak,noun
Fatih,Fatih,properNoun
Mametov,Mametov,properNoun
Pıçqı,Pıçkı,properNoun
zenginleştir,kıymetlendir,verb
Halim,Halim,properNoun
tüzleştir,düzle,verb
yolla,yolla,verb
Ovruç,Ovruç,properNoun
Zoloçiv,Zoloçiv,properNoun
Mostıska,Mostıska,properNoun
kündüz,gündüz,noun
tuccar,tüccar,noun
televizor,televizyon,noun
Yagyayev,Yagyayev,properNoun
mabet,mabet,noun
hasiyet,vasıf,noun
derya,derya,noun
voyevoda,voyvoda,noun
Hmelnıtskıy,Hmelnitski,properNoun
Avrupa,Avrupa,properNoun
Bodaninskiy,Bodaninsk,properNoun
Harkiv,Harkiv,properNoun
Nemıriv,Nemıriv,properNoun
qadar,kadar,postposition
İvano-Frankivsk,İvano-Frankivsk,properNoun
Globıne,Globıne,properNoun
Moskva,Moskova,properNoun
mevta,ceset,noun
Kulişov,Kulişov,properNoun
Makarenko,Makarenko,properNoun
Razumkov,Razumkov,properNoun
Aeroflotskiy,Aeroflotskiy,properNoun
İsaçenko,İsaçenko,properNoun
Fazıl,Fazıl,properNoun
Vladimir,Vladimir,properNoun
darbe,darbe,noun
qoqulu,kokulu,adjective
ğırtlaq,gırtlak,noun
dümen,dümen,noun
keçit,geçit,noun
eyyet,heyet,noun
terek,ağaç,noun
Gritsenko,Gritsenko,properNoun
qalem,kalem,noun
Abdennanov,Abdennanov,properNoun
Stepantsov,Stepantsov,properNoun
Vasilenko,Vasilenko,properNoun
kampaniya,kampanya,noun
aq,beyaz,adjective
Kobelâkı,Kobelakı,properNoun
Pertenko,Pertenko,properNoun
Okeaniya,Okyanusya,properNoun
müslüman,müslüman,noun
öp,öp,verb
generatsiya,jenerasyon,noun
portugalca,Portekizce,noun
avstriyalı,Avusturyalı,noun
ileri,ileri,noun
hırvatça,hırvatça,noun
Pramenenko,Pramenenko,properNoun
qandır,kandır,verb
piş,eriş,verb
Lehistan,Lehistan,properNoun
standart,standart,noun
Fahriyev,Fahriyev,properNoun
bazı,bazı,pronoun
bazı,bazı,determiner
bazı,bazı,pronoun
bazı,bazı,determiner
Badaninskiy,Badaninsk,properNoun
çez,çöz,verb
sönük,sönük,adjective
haber,haber,noun
meydan,meydan,noun
Ermenistan,Ermenistan,properNoun
kontakt,temas,noun
telefon,telefon,noun
Timur,Timur,properNoun
Nora,Nora,properNoun
kapı,kapı,noun
rok,rock,noun
Petr,Petr,properNoun
ürkek,ürkek,adjective
dernek,dernek,noun
yolbaşçı,lider,noun
Kornilov,Kornilov,properNoun
Settarov,Settarov,properNoun
Krasnodon,Krasnodon,properNoun
kestir,kes,verb
status,durum,noun
Charles,Charles,properNoun
hürriyet,hürriyet,noun
ibadethane,ibadethane,noun
azırlıq,hazırlık,noun
ziddiyet,kutuplaşma,noun
erlik,cesaret,noun
Turkiye,Türkiye,properNoun
asa,asa,noun
Putin,Putin,properNoun
Dubove,Dubove,properNoun
hadim,çalışan,noun
beylik,beylik,noun
çeşitlik,çeşitlilik,noun
referendum,referandum,noun
konservatoriya,konservatuvar,noun
keçiktir,geciktir,verb
qıtaiy,kıtasal,adjective
Seyitler,Seyitler,properNoun
nomera,numara,noun
Vılkove,Vilkovo,properNoun
proyekt,proje,noun
aş,aş,noun
Yurov,Yurov,properNoun
diaspora,diaspora,noun
Hrekov,Hrekov,properNoun
çek,geçir,verb
Oleksandr,Oleksandr,properNoun
vali,vali,noun
mahkemeci,hakim,noun
mudaafa,savunma,noun
Tatyana,Tatyana,properNoun
borc,borç,noun
korrespondent,muhabir,noun
Rujın,Rujın,properNoun
esaslan,temellen,verb
Sofuzade,Sofuzade,properNoun
ğarp,batı,noun
Mark,Mark,properNoun
tarih,tarih,noun
esirlik,esirlik,noun
cesaret,cesaret,noun
birleş,birleş,verb
içtimaiy,toplumsal,adjective
malümat,malumat,noun
soba,soba,noun
Marino,Marino,properNoun
tañrı,tanrı,noun
idareci,idareci,noun
Uriye,Huriye,properNoun
cisim,cisim,noun
Lömanov,Lömanov,properNoun
abide,abide,noun
Novıy Kalıniv,Novıy Kalıniv,properNoun
Dudakov,Dudakov,properNoun
tilşınas,dilbilimci,noun
qolay,kolay,adjective
çoqlaş,çoğal,verb
Tomenko,Tomenko,properNoun
Paşayev,Paşayev,properNoun
bağlantı,bağlantı,noun
Emel,Emel,properNoun
Çudniv,Çudniv,properNoun
Qadıyev,Qadıyev,properNoun
hiciv,hiciv,noun
Anton,Anton,properNoun
ikâye,hikaye,noun
İvanyuşçenko,İvanyuşçenko,properNoun
Murovani Kurılivtsi,Murovani Kurılivtsi,properNoun
Cadra,Cadra,properNoun
Voronij,Voronij,properNoun
fizik,fizik,noun
planlaştır,planlaştır,verb
açıq,açık,adjective
umumiyet,umumiyet,noun
dudaq,dudak,noun
arap,arap,noun
hırsız,hırsız,noun
subetleş,konuş,verb
alev,alev,noun
Pidvoloçısk,Pidvoloçısk,properNoun
evelki,önceki,adjective
sayın,sonra,postposition
Abdulğaniyev,Abdulğaniyev,properNoun
delegat,delege,noun
şarqiy,doğu,noun
Nazarenko,Nazarenko,properNoun
Slentsov,Slentsov,properNoun
mevta,cenaze,noun
anda,ora,adverb
