source,target,POS
totun,aún así,subordinatingConjunction
comunista,comunista,adjective
disparièr,diferente,adjective
pròpriaments,propiamente,adverb
quaranta ueit,cuarenta y ocho,numeral
culinari,culinario,adjective
paure,pobre,adjective
bagueta,batuta,noun
entà ièu,por mí,adverb
ochanta,ochenta,numeral
si,si,subordinatingConjunction
assaut,asalto,noun
sosòrdre,suborden,noun
Gerard,Gerard,properNoun
vestir,vestir,verb
quinsevolha,cualquiera,pronoun
plus,más,adverb
minimal,mínimo,adjective
noticia,noticia,noun
contrapunt,contrapunto,noun
per un aute costat,por otro lado,adverb
circulacion,circulación,noun
accidentat,accidentado,adjective
ath madeish viatge,a la vez,adverb
carretèra,carretera,noun
Claudio,Claudio,properNoun
retaule,retablo,noun
tèxt,texto,noun
borsa,bolsa,noun
terren,terreno,noun
Hugh,Hugh,properNoun
sostenible,sostenible,adjective
etnografic,etnográfico,adjective
mès que mès,sobre todo,adverb
nefast,nefasto,adjective
Samuel,Samuel,properNoun
Ilhes Balears,Islas Baleares,properNoun
Còsta d'Evòri,Costa de Marfil,properNoun
consistòri,consistorio,noun
militar,militar,verb
serviciau,servicial,adjective
absoludament,absolutamente,adverb
Groenlàndia,Groenlandia,properNoun
recerca,búsqueda,noun
lexical,lexical,adjective
vesial,vecinal,adjective
omicidi,homicidio,noun
tumar,golpetear,verb
Virginia,Virginia,properNoun
Fidel,Fidel,properNoun
present,presente,adjective
examinador,examinador,noun
Açòres,Azores>,properNoun
gèn,gen,noun
Ilhes Còcos,Islas Cocos,properNoun
bastida,chalet,noun
innocent,inocente,adjective
assolelhat,soleado,adjective
eishame,enjambre,noun
jornalièr,diario,adjective
còder,cocer,verb
trobalha,hallazgo,noun
esclatament,rebufo,noun
brieu,momento,noun
galhec,gallego,adjective
proïbir,prohibir,verb
aunestetat,honestidad,noun
abitant,habitante,noun
baia,bahía,noun
cendrièr,cenicero,noun
dehòra,afuera,adverb
termejar,delimitar,verb
Velai,Velay,properNoun
sexualitat,sexualidad,noun
Abertawe,Swansea,properNoun
cèrt,cierto,determiner
uèch cents,ochocientos,numeral
fonzor,profundidad,noun
Prouvènço,Provenza,properNoun
lo mieu,el mío,pronoun
lo mieu,el mío,possessivePronoun
Aquitània,Aquitania,properNoun
adesiu,adhesivo,adjective
eth,él,pronoun
lingüisticaments,lingüísticamente,adverb
municipalitat,municipio,noun
jutge,juez,noun
fiscalia,fiscalía,noun
in·hèrn,infierno,noun
far evident,evidenciar,verb
pressionar,presionar,verb
emorràgia,hemorragia,noun
hloishar,aflojar,verb
omonim,homónimo,adjective
compréner,comprender,verb
Carrillo,Carrillo,properNoun
ferroviari,ferroviario,adjective
donques,por lo tanto,subordinatingConjunction
reténer,retener,verb
espitau,hospital,noun
Maine,Maine,properNoun
Hayden,Hayden,properNoun
vendeire,vendedor,noun
leugèr,liviano,adjective
cristian,cristiano,noun
portatil,portátil,adjective
insurgéncia,insurgencia,noun
mond,mundo,noun
titular,titular,noun
malefici,maldición,noun
documentar,documentar,verb
parciau,parcial,adjective
admission,admisión,noun
forfet,abono,noun
aterrar,aterrizar,verb
seleccionaire,seleccionador,noun
CCRTV,CCRTV,properNoun
retraire,reprochar,verb
heregar,fregar,verb
educatiu,educativo,adjective
ermita,ermita,noun
Bigòrra,Bigorra,properNoun
essenciau,esencial,adjective
Fonteta,Fonteta,properNoun
misèria,miseria,noun
opèra,ópera,noun
component,componente,noun
impermeabilizacion,impermeabilización,noun
massacre,masacre,noun
Guyana,Guyana,properNoun
aürós,feliz,adjective
vermelh,rojo,adjective
caracteristic,característico,adjective
redreçar,enderezar,verb
samuc,sollozo,noun
praubesa,pobreza,noun
inclusion,inclusión,noun
fidèlament,fielmente,adverb
Chamorro,Chamorro,properNoun
un aute,otro,pronoun
motiu,motivo,noun
castèl,castillo,noun
ancessor,antepasado,noun
reflexion,reflexión,noun
tre,a partir de,preposition
Aguilera,Aguilera,properNoun
Còngo,Congo,properNoun
torn,vuelta,noun
d'ora,temprano,adverb
nòu cents,novecientos,numeral
sensual,lascivo,adjective
aver de,deber,modal
susceptibilitat,susceptibilidad,noun
parar,parar,verb
nivelar,nivelar,verb
Oller,Oller,properNoun
Caracas,Caracas,properNoun
esbaus,derrumbamiento,noun
lheuar,levantar,verb
teoricament,teóricamente,adverb
pica,hacha,noun
sorsa,fuente,noun
aurelha,oreja,noun
doncas,por consiguiente,subordinatingConjunction
excepcionau,excepcional,adjective
retornar,devolver,verb
escometuda,acometida,noun
aquí dessús,aquí sobre,adverb
grèvaments,gravemente,adverb
joen,joven,adjective
doctoral,doctoral,adjective
cens,censo,noun
caissa,caja,noun
argentin,argentino,adjective
laboral,laboral,adjective
convertir,convertir,verb
murmurar,susurrar,verb
esmendar,subsanar,verb
Cid,Cid,properNoun
quaire,cuánto,adjective
quaire,cuánto,adverb
quaire,cuánto,pronoun
quaire,cuánto,determiner
quaire,cuánto,interrogativePronoun
rebrembrança,recuerdo,noun
abandoar,abandonar,verb
marieta,mariquita,noun
prefectura,jefatura,noun
particular,particular,adjective
Hollywood,Hollywood,properNoun
estartalhar,hundir,verb
larèr,hogar,noun
simplaments,sencillamente,adverb
duoden,duodeno,noun
aur,oro,noun
en ostau,en casa,adverb
bòrd,borde,noun
convocar,convocar,verb
Joel,Joel,properNoun
consonant,consonante,adjective
complice,cómplice,noun
consistent,consistente,adjective
dedicar,dedicar,verb
canalizar,encauzar,verb
Bono,Bono,properNoun
fluviau,fluvial,adjective
renonciament,renuncia,noun
aira,área,noun
internautic,internáutico,adjective
qué,qué,adjective
qué,qué,pronoun
qué,qué,determiner
qué,qué,interrogativePronoun
taulèu,cuadro,noun
Jordania,Jordania,properNoun
coneishença,conocimiento,noun
coma,como,preposition
Malabo,Malabo,properNoun
expedir,expedir,verb
regim,régimen,noun
bóstia,buzón,noun
glaça,hielo,noun
Mollerussa,Mollerussa,properNoun
Barbesiu,Barbézieux,properNoun
extrèmaments,altamente,adverb
galeta,galleta,noun
dusau,segundo,adjective
calhar,cuajar,verb
estrangèr,forastero,adjective
enfangar,enlodar,verb
mercat,mercado,noun
sindicalista,sindicalista,noun
Pol,Pol,properNoun
dotzena,docena,noun
portar,portar,verb
portièr,cancerbero,noun
trimesadèrament,trimestralmente,adverb
bon,apto,adjective
templèr,templario,noun
mairitz,matriz,noun
sus,acerca de,preposition
jogaire,jugador,noun
tresen,tercero,adjective
trufar,burlar,verb
etèrn,eterno,adjective
almens,al menos,adverb
reconfortant,reconfortante,adjective
cairat,cuadrado,adjective
pertot,en todas partes,adverb
clinic,clínico,adjective
sintonia,sintonía,noun
abocar,verter,verb
perjudicial,perjudicial,adjective
Rubert,Rubert,properNoun
susrenhe,subreino,noun
licitacion,licitación,noun
absténer,abstener,verb
doncas,por lo tanto,subordinatingConjunction
insuperable,insuperable,adjective
uèit cents,ochocientos,numeral
transvasar,trasvasar,verb
Barbados,Barbados,properNoun
codificacion,codificación,noun
Campbell,Campbell,properNoun
supression,supresión,noun
rurau,rural,adjective
istoriau,historial,noun
Aguirre,Aguirre,properNoun
frustracion,frustración,noun
fax,fax,noun
orografia,orografía,noun
vertadièrament,verdaderamente,adverb
largament,ampliamente,adverb
alegria,alegría,noun
narracion,narración,noun
convòi,convoy,noun
macrodepartament,macrodepartamento,noun
discrecion,discreción,noun
sintaxi,sintaxis,noun
valor,valor,noun
Tena,Tena,properNoun
tempèsta,tormenta,noun
olimpic,olímpico,adjective
Granados,Granados,properNoun
convidar,invitar,verb
dessús,encima de,preposition
Belém,Belén,properNoun
poth,gallo,noun
digne,digno,adjective
atentaments,atentamente,adverb
món,mundo,noun
bar,bar,noun
telecentre,telecentro,noun
Annan,Annan,properNoun
provediment,proveimiento,noun
circ,circo,noun
collaborar,colaborar,verb
la nuèch d'abans,anoche,adverb
suggeréncia,sugerencia,noun
Navarro,Navarro,properNoun
esmovent,emocionante,adjective
pelhòt,andrajo,noun
vernacular,vernáculo,adjective
maleta,maleta,noun
vendre,vender,verb
Arcadia,Arcadia,properNoun
popularament,popularmente,adverb
ensús,arriba,adverb
Marcos,Marcos,properNoun
iniciatiua,iniciativa,noun
coexistir,coexistir,verb
avançar,avanzar,verb
per prumèr còp,por primera vez,adverb
tàs dues,a las dos,adverb
Pascual,Pascual,properNoun
unicaments,únicamente,adverb
arridolèr,risueño,adjective
grivelhar,acribillar,verb
crubament,cobro,noun
Núñez,Núñez,properNoun
progressivament,progresivamente,adverb
comarcau,comarcal,adjective
actualitat,actualidad,noun
abansora,antes de tiempo,adverb
mieicampiste,mediocentro,noun
jòus,jueves,noun
veïcular,vehicular,adjective
fibrociment,fibrocemento,noun
comòde,cómodo,adjective
Joana,Joana,properNoun
fidelitat,fidelidad,noun
entà ieu,por mí,adverb
mercé,gracias,interjection
temporaument,temporalmente,adverb
poliesportiu,polideportivo,noun
economicament,económicamente,adverb
divulgatiu,divulgativo,adjective
en cò vòstre,en vuestra casa,adverb
vesitar,visitar,verb
exclusivament,exclusivamente,adverb
trenta nau,treinta y nueve,numeral
unic,único,adjective
otratjar,ofender,verb
mite,mito,noun
otramar,ultramar,noun
cicle,ciclo,noun
shinhau,poco,noun
exportar,exportar,verb
biais,manera,noun
sautar,botar,verb
apraiament,reparación,noun
troita,tortilla,noun
indicatiu,indicativo,adjective
alterar,alterar,verb
intim,íntimo,adjective
aròma,aroma,noun
Zimbabwe,Zimbabwe,properNoun
Bancaixa,Bancaja,properNoun
universitat,universidad,noun
seleccion,selección,noun
dolor,dolor,noun
botjar,mover,verb
logistic,logístico,adjective
Carretero,Carretero,properNoun
secoduda,zarandeo,noun
Lanas,Landas,properNoun
Cristian,Cristian,properNoun
florir,florecer,verb
ossardet,osito,noun
verificar,comprobar,verb
serada,tarde,noun
ludrejar,brillar,verb
engüeg,aburrimiento,noun
brau,toro,noun
Hausmann,Hausmann,properNoun
Lugo,Lugo,properNoun
lèma,lema,noun
atal,así,adverb
espleita,explotación,noun
ardit,osado,adjective
puntuau,puntual,adjective
lheuar,quitar,verb
CEGVA,CEGVA,noun
còntra,contra,preposition
Eslovaquia,Eslovaquia,properNoun
Bofill,Bofill,properNoun
egalizar,empatar,verb
motivar,motivar,verb
taus d'acreishement,tasa de crecimiento,noun
arpar,arañar,verb
blu,azul,adjective
caòs,caos,noun
article,artículo,noun
coincidéncia,coincidencia,noun
subervolar,sobrevolar,verb
palanca,pasarela,noun
natacion,natación,noun
UNICEF,UNICEF,noun
corrèctament,correctamente,adverb
ueitanta sies,ochenta y seis,numeral
amendrir,disminuir,verb
escampilhar,dispersar,verb
coratge,valentía,noun
Raimon,Raimon,properNoun
escancariar,regañar,verb
premanir,preparar,verb
Salazar,Salazar,properNoun
gorjada,trago,noun
arradimèra,parra,noun
tresen,tercer,adjective
liròt,paño,noun
sufixacion,sufijación,noun
acalorar,abochornar,verb
estalvi,ahorro,noun
genièr,enero,noun
de qualque biais,de alguna manera,adverb
desencusar,disculpar,verb
convengut,acuerdo,noun
seteme,septiembre,noun
emplaçament,emplazamiento,noun
acontentar,contentar,verb
sindicatura,sindicatura,noun
filològ,filólogo,noun
dessenhar,diseñar,verb
explotacion,explotación,noun
ric,rico,adjective
nòu,nueve,numeral
aurina,orina,noun
sustot,sobre todo,adverb
Artigas,Artigas,properNoun
pitrau,pecho,noun
Massip,Massip,properNoun
expausicion,exposición,noun
subrevolar,sobrevolar,verb
Garona,Garona,properNoun
diferencial,diferencial,adjective
pòc,poco,adverb
finalizar,finalizar,verb
rendement,rendimiento,noun
Natividad,Natividad,properNoun
fonologic,fonológico,adjective
Forcada,Forcada,properNoun
Stanley,Stanley,properNoun
formula,fórmula,noun
abandonament,abandono,noun
estar,estar,verb
sostenibilitat,sostenibilidad,noun
revolucion,revolución,noun
diplomacia,diplomacia,noun
apregondiment,profundización,noun
quicòm,algo,pronoun
Auvèrnha,Auvernia,properNoun
recreacion,recreación,noun
acòrd,acuerdo,noun
Cornellà,Cornellá,properNoun
associacionisme,asociacionismo,noun
Canigó,Canigó,properNoun
teishut,tejido,noun
graciós,gracioso,adjective
benvolut,querido,adjective
Rosselhon,Rosselló,properNoun
rearmar,rearmar,verb
manòbra,operario,noun
ué,hoy,adverb
element,elemento,noun
sufragar,sufragar,verb
Aransalut,Aransalut,properNoun
Mateos,Mateos,properNoun
segregar,segregar,verb
desencalhar,desencallar,verb
frescor,frescor,noun
fondament,cimiento,noun
dobertament,abiertamente,adverb
seguent,siguiente,adjective
sufisentaments,suficientemente,adverb
perpensar,meditar,verb
arbe,árbol,noun
equipar,equipar,verb
levar,quitar,verb
monastèri,monasterio,noun
oitanta sièis,ochenta y seis,numeral
Pellicer,Pellicer,properNoun
dirèctament,directamente,adverb
aproximadaments,aproximadamente,adverb
prètzfait,tarea,noun
Ilha Norfolk,Isla Norfolk,properNoun
estic,electrodoméstico,noun
frontièra,frontera,noun
diuersitat,diversidad,noun
garron,corvejón,noun
cercle,aro,noun
Comenius,Comenius,properNoun
defuntar,finar,verb
valid,válido,adjective
maissèla,mandíbula,noun
temps,tiempo,noun
règne vegetau,reino vegetal,noun
tribu,tribu,noun
còsso,regidor,noun
continualament,continuamente,adverb
inacabable,inacabable,adjective
patinatge,patinaje,noun
lavabo,lavabo,noun
union,unión,noun
otelèr,hotelero,adjective
esperit,espíritu,noun
donant,donante,noun
herotge,feroz,adjective
XVII,XVII,numeral
soniar,soñar,verb
brusor,rumor,noun
desconeishença,desconocimiento,noun
pasmens,aun así,subordinatingConjunction
diversificacion,diversificación,noun
conclure,concluir,verb
oitanta quatre,ochenta y cuatro,numeral
exprèssament,expresamente,adverb
enforiscar,enfurecer,verb
desespuèi,desde,preposition
impacte,impacto,noun
rebàter,reflejar,verb
entristir,entristecer,verb
vantaria,halago,noun
a çò sòn,en su casa,adverb
iuernal,invernal,adjective
Richardson,Richardson,properNoun
Vòges,Vosgos,properNoun
mossegar,morder,verb
contemplar,contemplar,verb
oliva,aceituna,noun
exclamar,exclamar,verb
Francisco,Francisco,properNoun
depausar,depositar,verb
k,k,noun
Sahara,Sáhara,properNoun
barceloniste,barcelonista,adjective
maternitat,maternidad,noun
amagar,ocultar,verb
capitani,capitán,noun
Sergi,Sergi,properNoun
Forn,Forn,properNoun
UA,UA,noun
braç,brazo,noun
comercial,comercial,adjective
taula,mesa,noun
intrada,entrada,noun
simplicitat,llaneza,noun
Felip,Felip,properNoun
esperit,mente,noun
èsser,estar,verb
junt,junto,adjective
miratge,espejismo,noun
penal,de lo penal,adjective
coordinator,coordinador,noun
voler,querer,modal
vòlta,vuelta,noun
tracte,trato,noun
totau,total,adjective
sieu,suyo,adjective
sieu,suyo,possessivePronoun
sorrolh,ruido,noun
Mena,Mena,properNoun
escolaritat,escolaridad,noun
UDA,UDA,noun
de mai,además,adverb
dejun,ayuno,noun
pausar,descansar,verb
Rangel,Rangel,properNoun
fialat,red,noun
UTE,UTE,noun
barceloniste,barcelonista,noun
Palma,Palma,properNoun
reconciliacion,reconciliación,noun
caminar,andar,verb
júnher,juntar,verb
mediador,mediador,adjective
conductor,conductor,noun
desequilibrar,desequilibrar,verb
Palmera,Palmera,properNoun
anelar,anillar,verb
botiguièr,tendero,noun
contenciós,contencioso,adjective
seissanta,sesenta,numeral
jamès,jamás,adverb
fidèl,fiel,adjective
se,se,pronoun
se,se,reflexivePersonalPronoun
convent,convento,noun
Hostafrancs,Hostafrancs,properNoun
toponimia,toponimia,noun
onda,ola,noun
sudor,sudor,noun
joensa,juventud,noun
lèrme,lágrima,noun
aprofeitar,aprovechar,verb
gaire,cuánto,adjective
gaire,cuánto,adverb
gaire,cuánto,pronoun
gaire,cuánto,determiner
gaire,cuánto,interrogativePronoun
gaire,cuánto,adjective
gaire,cuánto,interrogativePronoun
gaire,cuánto,adjective
gaire,cuánto,adverb
gaire,cuánto,pronoun
gaire,cuánto,determiner
gaire,cuánto,interrogativePronoun
gaire,cuánto,adjective
gaire,cuánto,interrogativePronoun
Oslo,Oslo,properNoun
parcatge,estacionamiento,noun
retraire,retraer,verb
aubèrja,albergue,noun
a cò nòste,en nuestra casa,adverb
Benet,Benet,properNoun
trenta sies,treinta y seis,numeral
preparar,aderezar,verb
dralhar,pisar,verb
despéner,gastar,verb
COPE,COPE,noun
Orense,Orense,properNoun
escalèr,escalera,noun
Yébenes,Yébenes,properNoun
chèc,cheque,noun
expression,expresión,noun
assumpcion,asunción,noun
immorau,inmoral,adjective
degudament,en debida forma,adverb
pastèra,patera,noun
jos,bajo,preposition
Bamako,Bamako,properNoun
perjudiciau,perjudicial,adjective
tòrcer,torcer,verb
admetre,admitir,verb
empresariau,empresarial,adjective
entorn,entorno,noun
ralli,rally,noun
catalanòfon,catalanohablante,adjective
musicau,musical,adjective
causa,cosa,noun
acumulacion,acumulación,noun
gamma,gama,noun
multiple,múltiple,adjective
pavellon,pabellón,noun
audidor,tímpano,noun
nauament,novedosamente,adverb
braulon,moscardón,noun
validar,validar,verb
Eugenio,Eugenio,properNoun
criminau,criminal,adjective
besson,gemelo,adjective
sénter,oír,verb
bateria,batería,noun
gojat,chiquillo,noun
referent,referente,noun
aerodròm,aeródromo,noun
definitiuament,definitivamente,adverb
voluntat,voluntad,noun
celebrar,celebrar,verb
brun,moreno,adjective
Sarthe,Sarthe,properNoun
Folch,Folch,properNoun
gripet,duende,noun
interrogacion,interrogación,noun
Carla,Carla,properNoun
formiga,hormiga,noun
per'mor de,para,preposition
concludir,concluir,verb
quitament,incluso,adverb
numero,número,noun
literari,literario,adjective
