source,target,POS
бу,пар,noun
күпілде,масай,verb
қорсақ,корсак,noun
казак,казак,noun
қаршыға,карчыга,noun
Цветков,Цветков,properNoun
госпиталь,госпиталь,noun
артық,артык,adjective
ерекшеле,аер,verb
альянс,альянс,noun
дәмелен,өметлән,verb
әдейі,юри,adverb
Чехословакия,Чехословакия,properNoun
серік,иярчен,noun
ілмек,элмәк,noun
колонна,колонна,noun
оқала,укала,verb
кәзір,хәзер,adverb
Дакар,Дакар,properNoun
қызғалдақ,тюльпан,noun
Михайловка,Михайловка,properNoun
Кадыков,Кадыков,properNoun
біт,бет,verb
қалып,калып,noun
тағайында,тәгаенлә,verb
тыянақтал,тәмам бул,verb
Бәтес,Бәтәс,properNoun
Ангелина,Ангелина,properNoun
Рустам,Рөстәм,properNoun
қотар,бушат,verb
пысына,кызыш,verb
Әуел,Әвәл,properNoun
тон,тон,noun
желімде,җилемлә,verb
аттан,кит,verb
әнші әйел,җырчы,noun
оңаша,аулак,adjective
Батраков,Батраков,properNoun
әлдеқайда,әллә кая,pronoun
аласұр,газаплан,verb
режиссерлік,режиссер,noun
қазан,казан,noun
Мадрид,Мадрид,properNoun
еш,һич,adverb
Оразалы,Оразалы,properNoun
камера,камера,noun
жанастыр,якын куй,verb
Орақ,Орак,properNoun
қарғы,сикер,verb
жетіс,җитеш,verb
Меркель,Меркель,properNoun
сосын,шуннан соң,adverb
тізгін,тезген,noun
балық,балык,noun
бәрі,бары,pronoun
пәкістандық,пакъстанлы,adjective
Менделеев,Менделеев,properNoun
арба,арба,noun
шыда,чынла,verb
бірауыздан,беравыздан,adverb
Погодаев,Погодаев,properNoun
төн,ту,verb
Есқали,Есгали,properNoun
түзу,туры,adjective
грамматик,грамматик,noun
Самодуров,Самодуров,properNoun
эвакуацияла,эвакуациялә,verb
кеш,кич,noun
жақсылық,яхшылык,noun
жиі,еш,adjective
жалау,байрак,noun
Шемекеев,Шемекеев,properNoun
Елисеев,Елисеев,properNoun
фунт,фунт,noun
Балық Бистәсі,Балык Бистәсе,properNoun
патриархалдық,патриархаль,adjective
бүк,бөк,verb
мәжіліс,утырыш,noun
әділдік,гаделлек,noun
социал,социаль,adjective
Молотов,Молотов,properNoun
Фридман,Фридман,properNoun
шындық,чынбарлык,noun
таны,таны,verb
айбалта,айбалта,noun
авторитарлық,авторитар,adjective
Эчкили-Таш,Эчкили-Таш,properNoun
оң,уң,adjective
Наталья,Наталья,properNoun
генотип,генотип,noun
болыпты,булды,interjection
Түркіменстан,Төрекмәнстан,properNoun
абырой,абруй,noun
Фариза,Фаризә,properNoun
Алексеев,Алексеев,properNoun
Үкібаев,Үкебаев,properNoun
аппақ,ап-ак,adjective
бұрал,бөдрәлә,verb
шай,чәй,noun
Лукьянов,Лукьянов,properNoun
құдіретті,кодрәтле,adjective
Тәңірбергенов,Тәңербергенов,properNoun
Викторенко,Викторенко,properNoun
Буэнос Айрес,Буэнос Айрес,properNoun
Евланов,Евланов,properNoun
Мохаммад,Мөхәммәт,properNoun
айқас,бәрелеш,verb
Санкт-Петербург,Санкт-Петербург,properNoun
Оңалбай,Оңалбай,properNoun
драматург,драматург,noun
түмендеген,ун меңләгән,pronoun
түмендеген,ун меңләгән,determiner
түмендеген,ун меңләгән,pronoun
түмендеген,ун меңләгән,determiner
түмендеген,ун меңләгән,pronoun
түмендеген,ун меңләгән,determiner
түмендеген,ун меңләгән,pronoun
түмендеген,ун меңләгән,determiner
ғасырлық,гасыр,noun
көріпкелдік,күрәзәлек,noun
мұрағат,архив,noun
бекіт,расла,verb
Петір,Петр,properNoun
сыйдыр,сыйдыр,verb
кола,кола,noun
Платон,Платон,properNoun
уақсын,ваксын,verb
арамейша,арамейча,adverb
Зағипа,Зәгыйфә,properNoun
жүзім,йөзем,noun
бұлыңғыр,болытлы,adjective
жалғас,дәвам,noun
түйсік,сиземлелек,noun
Поляков,Поляков,properNoun
Эктор,Эктор,properNoun
Радлов,Радлов,properNoun
Сырымбетов,Сырымбетов,properNoun
атамекен,ватан,noun
желіктір,айкалдыр,verb
Устинов,Устинов,properNoun
талда,анализла,verb
бет,бет,verb
Дворяненко,Дворяненко,properNoun
Данияр,Данияр,properNoun
қыша,гәрчич,noun
Раббы,Раббы,noun
Әзімжан,Газемҗан,properNoun
Яколвев,Яколвев,properNoun
сорла,нужа күр,verb
Минск,Минск,properNoun
кездейсоқ,көт,verb
майлы,уңдырышлы,adjective
тұтқын,тоткын,noun
сатирик,сатирик,adjective
Пекин,Пекин,properNoun
транзистор,транзистор,noun
Порошенко,Порошенко,properNoun
Австро-Венгрия,Австро-Венгрия,properNoun
куәлік,шаһәдәтнамә,noun
тасымалда,күчер,verb
Сахара,Сахара,properNoun
Саят,Саят,properNoun
Пупорев,Пупорев,properNoun
екіталай,хәлиткеч,adjective
Мамытбеков,Мамытбәков,properNoun
ем,дәва,noun
суар,сугар,verb
боса,буша,verb
Боронников,Боронников,properNoun
шикізат,чимал,noun
банктік,банк,noun
консультант,консультант,noun
еле,илә,verb
Қаратау,Каратау,properNoun
есті,ишет,verb
Арон,Арон,properNoun
экспозициялық,экспозиция,noun
анда,җыел,verb
Питлев,Питлев,properNoun
рок,рок,noun
Шауқат,Шәүкәт,properNoun
Кедров,Кедров,properNoun
Стеблов,Стеблов,properNoun
құшақ,кочак,noun
идеялық,идея,noun
алаң,мәйдан,noun
Грибоедов,Грибоедов,properNoun
Герман,Герман,properNoun
маубастан,сүлпәнлән,verb
Нидерланд,Нидерланд,properNoun
зардап,нәтиҗә,noun
жобала,планлаштыр,verb
Оливанов,Оливанов,properNoun
ықтисат,икътисад,noun
түсіндір,аңлат,verb
Әди,Әди,properNoun
еуропалық,Аурупа,properNoun
Шырын,Шырын,properNoun
Жасталап,Жасталап,properNoun
Сәтбаев,Сәтбаев,properNoun
жел,җил,noun
болжа,фаразла,verb
мұрындық,оештыручы,noun
қанат,канат,noun
ойыншық,уенчык,noun
Лукиянов,Лукиянов,properNoun
Миттов,Миттов,properNoun
ыстық,кызу,adjective
Месахаб,Мәсахаб,properNoun
жолдас,юлдаш,noun
Гусаров,Гусаров,properNoun
Ньютон,Ньютон,properNoun
Хьюман,Хьюман,properNoun
таңертең,иртән,adverb
Новоселов,Новоселов,properNoun
абайлаушылық,саклык,noun
пластика,пластика,noun
пысқыр,пышкыр,verb
ұрла,урла,verb
Бекмаханов,Бекмаханов,properNoun
қоғам,җәмәгать,noun
Петреус,Петреус,properNoun
құн,кыйммәт,noun
Есов,Есов,properNoun
жеке,физик,adjective
Фидель,Фидель,properNoun
Атабек,Атабәк,properNoun
Тоғжан,Тогжан,properNoun
айтқыз,әйттер,verb
жігіт,егет,noun
Бакиев,Бакиев,properNoun
тындыр,тын алдыр,verb
монархия,монархия,noun
жинақ,җыентык,noun
сурет,рәсем,noun
Махмұд,Мәхмүт,properNoun
жүрексін,кыюсызлан,verb
Казначеев,Казначеев,properNoun
Лазаренко,Лазаренко,properNoun
ареал,ареал,noun
жылқы,елкы,noun
Жүніс,Жүне,properNoun
Қодар,Қодар,properNoun
ештеңе,һични,pronoun
бойлат,батыр,verb
Калкабаев,Калкабаев,properNoun
жөнде,ремонтла,verb
қайтар,кайтар,verb
Рысбек,Рысбәк,properNoun
киік,киек,noun
образ,образ,noun
құбыл,үзгәр,verb
Жақып,Якуп,properNoun
қызар,кызар,verb
Золотницкий,Золотницкий,properNoun
Шаханов,Шаханов,properNoun
шемен,сары су,noun
олқысын,кәнәгать булма,verb
құрылыс,төзелеш,noun
Аймаңдай,Аймаңгай,properNoun
пост,пост,noun
Құдайқұлов,Кудайкулов,properNoun
Бэкон,Бэкон,properNoun
Жайнақов,Жайнаков,properNoun
кепіл,гарантия,noun
мән,әһәмият,noun
құқықтық,хокуклык,noun
Синельников,Синельников,properNoun
жасылдан,яшеллән,verb
Global,Global,properNoun
қадір,кадер,noun
түсінікті,аңлашылды,interjection
Зотиков,Зотиков,properNoun
Жұбаныш,Жубаныш,properNoun
сексен,сиксән,numeral
орында,чыгыш,noun
зембил,носилка,noun
Балтық,Балтыйк,properNoun
венгр,венгр,noun
Жексенбай,Жәксәнбай,properNoun
Бағамалар,Багамалар,properNoun
Уругвай,Уругвай,properNoun
Максутов,Максутов,properNoun
жалшы,ялчы,noun
құнан,тай,noun
иен,куе,adjective
елбас,илбашы,noun
Оразақ,Оразак,properNoun
жетілдір,камилләштер,verb
игі,яхшы,adjective
Мадуров,Мадуров,properNoun
Азамат,Азамат,properNoun
Дмитров,Дмитров,properNoun
бай,бай,noun
Ақжанат,Акжанат,properNoun
Моисеев,Моисеев,properNoun
лайықты,лаеклы,adjective
кулон,кулон,noun
Ханты-Мансийск,Ханты-Мансийск,properNoun
минералды,минераль,adjective
жарақ,кирәк-ярак,noun
телевидение,телевидение,noun
тілкемде,ерт,verb
қат,кат,verb
ентеле,алга иел,verb
Мүбәрак,Мөбәрәк,properNoun
Ерәлиев,Ерәлиев,properNoun
полигон,полигон,noun
жалбағай,көрәкборын,noun
Отрыванов,Отрыванов,properNoun
еш қашан,һичкайчан,adverb
малай,хезмәтче,noun
саммит,саммит,noun
бұзаула,бозаула,verb
үлкен,өлкән,adjective
полюс,полюс,noun
мылқау,чукрак,adjective
отбасылық,гаиләле,adjective
Теміров,Темиров,properNoun
қош келдіңіз,рәхим итегез,interjection
тамақта,бугазла,verb
әсемде,бизә,verb
орындық,утыргыч,noun
Непал,Непал,properNoun
Есполов,Есполов,properNoun
қонақта,кунак бул,verb
майлы,майлы,adjective
бой,буй,noun
алмаз,алмаз,noun
армия,армия,noun
Генко,Генко,properNoun
бітір,бетер,verb
Курзенко,Курзенко,properNoun
Қайсар,Кайсар,properNoun
география,география,noun
Ющенко,Ющенко,properNoun
Анна,Анна,properNoun
Пентагон,Пентагон,properNoun
жоспар,план,noun
грекше,грекча,noun
кешен,комплекс,noun
Лобамба,Лобамба,properNoun
қолда,хупла,verb
дейінгі,кадәрге,adjective
жүр,йөр,verb
монография,монография,noun
Лекеров,Лекеров,properNoun
Шувалов,Шувалов,properNoun
Байпақов,Байпаков,properNoun
Мухин,Мухин,properNoun
қарала,каралт,verb
ұқ,аңла,verb
Мансұр,Мансур,properNoun
дамы,алга кит,verb
Керей,Кәрәй,properNoun
еуро,евро,noun
бірақ,ләкин,coordinatingConjunction
Жаманмұрынов,Жаманмурынов,properNoun
Макс,Макс,properNoun
музыкалық,музыкаль,adjective
Гданьск,Гданьск,properNoun
қағыс,кагыш,verb
блог,блог,noun
сыйлық,бүләк,noun
философ,философ,noun
офицер,офицер,noun
Тосов,Тосов,properNoun
Дима,Дима,properNoun
шаңғы,чаңгы,noun
күшейт,көчәйт,verb
жұмсақ,йомшак,adjective
сақ,сак,adjective
өсір,үстер,verb
Русаков,Русаков,properNoun
ие,ия,noun
археолог,археолог,noun
шаңырақ,гаилә,noun
Селиванов,Селиванов,properNoun
көмекші,булышчы,noun
ұзынша,озынча,adjective
Грозный,Грозный,properNoun
баж,пошлина,noun
жауынгер,сугышчы,noun
жамыра,имәргә чык,verb
ғой,ла,particle
плюс,плюс,noun
қарындас,сеңел,noun
Резников,Резников,properNoun
намаз,намаз,noun
Панфилов,Панфилов,properNoun
Вилинбахов,Вилинбахов,properNoun
Мансур,Мансур,properNoun
шайқас,сугыш,noun
күзе,кыркы,verb
бар,бар,noun
мазмұн,мәзмүн,noun
сілтеме,сылтама,noun
бордақыла,симерт,verb
жина,җыйна,verb
Әл-Қаида,Әл-Каидә,properNoun
жұбай,тормыш иптәше,noun
Әлки,Әлки,properNoun
Дарья,Дарья,properNoun
сәрсенбі,чәршәмбе,noun
жақсарт,яхшырт,verb
Рафаель,Рафаель,properNoun
Нығметов,Ныгмәтов,properNoun
өт,уз,verb
Глухов,Глухов,properNoun
таза,чиста,adjective
терге,сораштыр,verb
аға,өлкән,adjective
Гаванна,Гаванна,properNoun
Ибн Хордадбех,Ибн Хордадбех,properNoun
тоқтат,туктат,verb
күзет,күзәт,verb
Тимур,Тимур,properNoun
композиция,композиция,noun
Симьянов,Симьянов,properNoun
дем,сулыш,noun
Темірбеков,Темербәков,properNoun
жала,яла,noun
қасірет,хәсрәт,noun
үр,өр,verb
Бердібаев,Бәрдебаев,properNoun
декан,декан,noun
Мефодьев,Мефодьев,properNoun
Алшынбай,Алшынбай,properNoun
құлшылық,колчылык,noun
тұнық,үтә күренмәле,adjective
шығармашылық,иҗат,noun
жүйе,система,noun
палеолог,палеолог,noun
Яранцев,Яранцев,properNoun
сабақтастыр,ялга,verb
комиссар,комиссар,noun
Тенюшев,Тенюшев,properNoun
Сəтбаев,Сəтбаев,properNoun
дивизия,дивизия,noun
оркестр,оркестр,noun
