source,target,POS
helburu,objetivo,noun
nabarmendu,poner de relieve,verb
udako,estival,adjective
zilarra bezain garbi,como los chorros de el oro,adverb
pentsatu,pararse a pensar,verb
gaixotu,caer enfermo,verb
amen batean,en un santiamén,adverb
berrehun,doscientos,numeral
behar edun,tardar,verb
lotu,liar,verb
jauregi,palacio,noun
afiliatu,afiliado,noun
kontu,cuenta,noun
kendu,sacar,verb
Atutxa,Atutxa,properNoun
halako itxura edun,estar hecho un cromo,verb
nazkagarria izan,ser un fastidio,adverb
korrika eta presaka,deprisa y corriendo,adverb
handitasun,grandeza,noun
fotografiko,fotográfico,adjective
EHAK,PCTV,noun
aita,padre,noun
kualitatibo,cualitativo,adjective
zirriborro,borrador,noun
margo,pintura,noun
gaizki,con mal pie,adverb
eskutitz,carta,noun
kontzientzia alhatu,remorderle la conciencia,verb
etendura,ruptura,noun
betikoa,lo mismo,adverb
aurrera egin,ganar terreno,verb
iragaitzazko,transitorio,adjective
gogor egin,apretarle las clavijas,verb
zain egon,aguardar,verb
parerantz,hacia el lado,adverb
soziokultural,sociocultural,adjective
benetan,de verdad,adverb
astiro,despacio,adverb
irekitze,apertura,noun
porrot egin,irse a el diablo,verb
batera existitu,coexistir,verb
lo,dormido,adjective
neurririk gabe,sin medida,adverb
bihurgune,curva,noun
baraurik,en ayunas,adverb
Hego Korea,Corea del Sur,properNoun
ikusi,ver,verb
balear,balear,noun
aurkikuntza,hallazgo,noun
barne-zola,plantilla,noun
on line,on line,adverb
bide,camino,noun
belgikar,belga,adjective
parte-hartze,participación,noun
hogeita hamaika eskutik eduki,tener la sartén por el mango,verb
internazional,internacional,noun
zina hautsi,cometer perjurio,verb
gutxi,poco,adverb
jai_egiteko,de_precepto,adjective
barrura,adentro,adverb
nor bere saltsan,como el pez en el agua,adverb
txinpartak ikusi,ver las estrellas,verb
batere haizerik,un pelo de aire,adverb
hunkitu,afectar,verb
ziurtatu,asegurar,verb
egozentrismo,egocentrismo,noun
ipurdi-has,con el culo a el aire,adverb
islatu,reflejar,verb
finantzario,financiero,adjective
bihurrera hartu,tomar el rábano por las hojas,verb
oso garesti izan,costar un ojo de la cara,verb
amorrazio,indignación,noun
ugari,en abundancia,adverb
txokoka,a las cuatro esquinas,adverb
partzuer,aparcero,noun
erregutu,suplicar,verb
medikuntza,medicina,noun
ihardetsi,replicar,verb
osagarri,complementario,adjective
arduradun,responsable,adjective
bonbazian bizi izan,vivir en la opulencia,verb
miazkatu,lamer,verb
ezarpen,instauración,noun
izan,formar parte de,verb
asko,mucho,adverb
trauskil,pardal,adjective
odol_hotzeko,de_sangre_fría,adjective
arruntasun,vulgaridad,noun
gaizto,malo,adjective
bezero,cliente,noun
zuzenbide,derecho,noun
saskibaloi,baloncesto,noun
aizpa,hermano,noun
kudeatu,gestionar,verb
ugari,en cantidad,adverb
ikusgai egon,ser visible,adverb
zorroztasun,rigor,noun
hor zegok ba,ahí está,adverb
udaleko,municipal,adjective
behar den bezala,como ha de ser,adverb
lehen bezalakoa ez izan,no ser ni sombra de lo que era,adverb
patroi,patrono,noun
hartu izana adierazi,acusar recibo,verb
kurioso,curioso,adjective
beheak eta goiak irentsi,comerse el mundo,verb
norberak nahi duen bezala egin,hacer a su antojo,verb
biki,gemelo,noun
egarri izan,tener sed,verb
ihesari eman,darse a la fuga,verb
hutsean,a el vacío,adverb
irakasle,profesor,noun
bilioiren,billonésimo,adjective
estepa,estepa,noun
ogi,pan,noun
lasai,con tranquilidad,adverb
berdin dio,lo mismo da,adverb
gosetu,tener hambre,verb
deialdi,convocatoria,noun
eme,hembra,noun
hainbanatu,repartir a partes iguales,verb
ikur,símbolo,noun
urraketa,vulneración,noun
Eibar,Eibar,properNoun
buila egin,armar bulla,verb
hausnarketa,reflexión,noun
torturatu,torturar,verb
paradoxiko,paradójico,adjective
bete-beteko,completo,adjective
belarriak apal,con las orejas caídas,adverb
distira,destello,noun
garizuma,cuaresma,noun
erreakzio,reacción,noun
mendebalde,occidente,noun
zure baimenaz,con su venia,adverb
hasiera,iniciación,noun
publizitate,publicidad,noun
aprobetxatu,aprovechar,verb
gelditu gabe,en una tirada,adverb
sorospen,socorro,noun
ken eta jar daitekeen,de quita y pon,adverb
Bizkaia,Vizcaya,properNoun
arrastu,anochecer,verb
sosik gabe egon,no tener ni cinco,adverb
urte,año,noun
kokots,barbilla,noun
erabaki,acordar,verb
zaharberritze,restauración,noun
etzi eguerdian,pasado mañana al mediodía,adverb
prest egon,estar con la lanza en ristre,verb
delitugile,delincuente,noun
abokatu,abogado,noun
krisi,crisis,noun
ez jakin,no poder hacerse una idea,adverb
aurreikusi,prever,verb
baiona balio edun,costar un riñón,verb
nahasi,confuso,adjective
obsesio,obsesión,noun
ingururantz,hacia los alrededores,adverb
mitiko,mítico,adjective
lagundu,acompañar,verb
eguneroko,cotidiano,adjective
presentzia,presencia,noun
barreari eutsi,morderse los labios,verb
gainean,encima,adverb
denborazko,temporal,adjective
hitzaldi,conferencia,noun
agertoki,escenario,noun
kontratazio,contratación,noun
hemendik aurrera,en adelante,adverb
elikagarri,alimento,noun
birlandatu,trasplantar,verb
bost axola izan,traerle sin cuidado,verb
isilean,a la sorda,adverb
harridura sortu,causar asombro,verb
ondo jaioa egon,estar listo,verb
mihi,lengua,noun
okerrago,peor,adverb
gezur,mentira,noun
erdira,a la mitad,adverb
gerta ala gerta,salga lo que salga,verb
galtzahas,en pernetas,adverb
mahuka-hutsik,en mangas de camisa,adverb
bibliografia,bibliografía,noun
ahuntzak egotzi,echarle a uno el muerto,verb
errezitatu,recitar,verb
berretsi,ratificar,verb
finalerdi,semifinal,noun
hasi,emprender,verb
aholkulari,consejero,noun
jan,comida,noun
ago,más,adverb
adarkada,cornada,noun
ekologiko,ecológico,adjective
altzo,regazo,noun
EB-IU,EB-IU,noun
ondo,bien,adverb
kupera egon,estar de mírame y no me toques,verb
arriskutsu,de riesgo,adverb
laburbilduz,en resumidas cuentas,adverb
Iñigo,Íñigo,properNoun
eltze askotako burruntzalia izan,ser el perejil de todas las salsas,adverb
dardara,temblor,noun
abiadura,velocidad,noun
goxo,dulce,adjective
diplomatiko,diplomático,adjective
esan gabe doa,dar por sentado,verb
kai,puerto,noun
harri eta zur eginik utzi,dejar helado,verb
ekintzaile,activista,noun
hartu,recibir,verb
antza,por las trazas,adverb
ikusi,ver,verb
aliantza,alianza,noun
tabako,tabaco,noun
Kolonia,Colonia,properNoun
ahal dela,a poder ser,adverb
neka-neka eginda egon,no poder tenerse,adverb
toxiko,tóxico,adjective
lotsatu,avergonzar,verb
kodifikazio,codificación,noun
ahaztu,olvidar,verb
kargu hartu,ajustar las cuentas,verb
alamena eman,dar la murga,verb
nobela,novela,noun
abisatu,avisar,verb
gizarte,sociedad,noun
estreinatu,estrenar,verb
potentzialtasun,potencialidad,noun
lerroak hautsi,romper filas,verb
elkar hartu,poner de acuerdo,verb
sarraski,matanza,noun
aurrerantz,hacia delante,adverb
iruditu,parecer,verb
Zamudio,Zamudio,properNoun
kolektibo,colectivo,noun
azaleko,superficial,adjective
itsasoko,marítimo,adjective
gainean,a lomo,adverb
hurbil,cerca,adverb
jaka aldatu,cambiar de chaqueta,verb
gainera,por añadidura,adverb
hornitu,proveer,verb
atzera jo,dar marcha atrás,verb
automobil,automóvil,noun
institutu,instituto,noun
funtzionamendu,funcionamiento,noun
ahalik eta lasterren,a la mayor brevedad,adverb
atsedenik ez eman,no dar tregua,adverb
lehenengo,primero,adverb
laugarren,cuaternario,adjective
eralgi,gastar,verb
bakezkoak egin,hacer las paces,verb
ausart,decidido,adjective
transakzio,transacción,noun
hiltzaile,asesino,noun
ezin ikusi,tener paquete,verb
eman,dar razón de,verb
espetxe,prisión,noun
larrugorrian,en cueros,adverb
atzera egin,perder posiciones,verb
ubeldura,moratón,noun
indarra sudurpean edun,írsele la fuerza por la boca,verb
hamahiru,trece,numeral
errota,molino,noun
ezertxo ere,ni papa,adverb
lehendik datorren,llover sobre mojado,verb
laranja,naranja,noun
beltz,de color,adverb
sarritan,muchas veces,adverb
antza denez,a lo que parece,adverb
instantzia,instancia,noun
txanda,relevo,noun
zatitze,división,noun
bukatu,acabar,verb
neke,cansancio,noun
zin faltsua egin,jurar en falso,verb
sakon,en profundidad,adverb
sartze,ingreso,noun
Maitane,Maitane,properNoun
bela,vela,noun
guzti-guzti,todo,pronoun
guzti-guzti,todo,determiner
xarmagarria izan,ser un sol,adverb
produktu,producto,noun
madarikatu,maldito,adjective
zeure egin,hacer tuyo,verb
botilaratu,embotellar,verb
estimu,estimación,noun
esne,leche,noun
apustu egin,apostar,verb
auhen,lamento,noun
zerga eman,contribuir,verb
arriskutsu,peligroso,adjective
erakusleiho,escaparate,noun
burua makurtu,bajar la cabeza,verb
lore,flor,noun
atzera egin,retroceder,verb
garbi,puro,adjective
urakan,huracán,noun
itzala utzi,dejar huella,verb
pribilegioak eman,privilegiar,verb
zentro,centro,noun
atentzioa eman,llamar la atención,verb
Marko,Marko,properNoun
elkarrekin,junto,adjective
Kubako,cubano,adjective
halabeharrez,por casualidad,adverb
zirriborro,esbozo,noun
neurrira,a medida,adverb
utzi,permitir,verb
ahotan ibili,andar en lenguas,verb
ardo,vino,noun
zalantzarik_gabe,indudable,adjective
n,que,subordinatingConjunction
bare,calmado,adjective
psikiatria,psiquiatría,noun
arre,turbio,adjective
buila egin,meter bulla,verb
bekokia ilundu,arrugar el entrecejo,verb
espezie,especie,noun
harian,pender de un hilo,verb
bazterrean utzi,dejar arrinconado,verb
gaztetxe,centro de jóvenes,noun
pikutara joan,irse a el carajo,verb
antzarak ferratzera bidali,mandar a hacer puñetas,verb
bakoitzak berea,a escote,adverb
gogoratu,evocar,verb
tira egin,tirar,verb
jardun,práctica,noun
hartze,recepción,noun
berant,tardío,adjective
esklusiba,exclusiva,noun
diskriminazio,discriminación,noun
asimilazio,asimilación,noun
ikurriñ,ikurriña,noun
gisa,como,preposition
patata,patata,noun
burua apurtu,levantar la tapa de los sesos,verb
itsumustuka,a tientas,adverb
menderatu,dominar,verb
arrunt bilakatu,generalizar,verb
pobrezia,pobreza,noun
potentzia,potencia,noun
ezkor izan,ser un agonías,adverb
hainbeste,tanto,adverb
begitan hartu,tener atravesado,verb
gar,llama,noun
adibide,ejemplo,noun
hamabigarren,duodécimo,determiner
hain,tan,adverb
izan ere,de hecho,adverb
ilundu,caer el día,verb
bizibidea bilatu,ganarse el sustento,verb
itxura on,bien encarado,adverb
deabru,demonio,noun
gehiengo oso,mayoría absoluta,noun
gobernuburu,jefe de gobierno,noun
behar edun,hacer falta,verb
tertulia,tertulia,noun
ezer ez jakin,no tener ni idea,adverb
zizpak hartuta ibili,ponerse hecho un basilisco,verb
patruila,patrulla,noun
puxtarri,canica,noun
lerrokatu,alinear,verb
soineko,vestido,noun
gertu,cierto,adjective
harrezkero,desde entonces,adverb
gustu_oneko,de_buen_tono,adjective
zuzendu,dirigir,verb
hamarna,a decena a cada,adverb
ohitura,hábito,noun
erlojupeko,contrarreloj,adjective
gosari,desayuno,noun
burutu,no poder hacer carrera con,adverb
konifero,conífera,noun
perfektu,perfecto,adjective
esku izan,ser mano,adverb
pixka bat,un poco,adverb
errealitatean,en la práctica,adverb
begiko,agradable,adjective
bilduma egin,coleccionar,verb
hondatu,desgraciar,verb
do,do,noun
norbere baitan itxi,meterse en su concha,verb
alfonbra,alfombra,noun
egun,fecha,noun
produkzio,producción,noun
ulerkor,comprensivo,adjective
onargarri ez izan,no ser de recibo,adverb
ezkontza,boda,noun
presaka,deprisa,adverb
huts egin,fallar,verb
batera,al mismo tiempo,adverb
premia,necesidad,noun
aurreko,anterior,adjective
erroak utzirik adarrei lotu,irse por las ramas,verb
tenkatu,estirar,verb
porrot egin,hacer quiebra,verb
umemoko izan,no levantar un palmo de el suelo,adverb
afaldu,cenar,verb
arbitro,árbitro,noun
harrapatu,atropellar,verb
detaile,detalle,noun
higikortasun,movilidad,noun
arkakusoak hil,dar una somanta,verb
iaioa izan,ser el fuerte,adverb
desestali,descubrir,verb
migrazio,migración,noun
aldi,temporada,noun
nuklear,nuclear,adjective
burokratiko,burocrático,adjective
bat etorri,convenir,verb
zauritu,herido,adjective
begiradari eutsi,sostener la mirada,verb
izarrei begira egon,estar en las nubes,verb
erotiko,erótico,adjective
aholkatu,advertir,verb
gizendu,echar carnes,verb
kontzeptu,concepto,noun
mutil-lagun,novio,noun
deabruak hartu,llevarse todos los demonios,verb
negu,invierno,noun
eskura jarri,poner en bandeja,verb
bizigarri,estimulante,adjective
legegintza,legislación,noun
nazioarte,comunidad internacional,noun
burua altxatu,levantar la cabeza,verb
kabina,cabina,noun
jarri,colocar,verb
arren,por favor,interjection
esku ona edun,tener buena mano,verb
fitxatu,fichar,verb
esan,decir,verb
existentzia,existencia,noun
zorpeko,descubierto,noun
probintzia,provincia,noun
ezdeus izan,ser una nulidad,adverb
zain egon,a verlas venir,adverb
fin,exquisito,adjective
idiomatiko,idiomático,adjective
primerako,de categoría,adverb
ardura,consideración,noun
ezer,nada,pronoun
zuku,jugo,noun
ezer ez,un carajo,adverb
gaizki atera,salir mal parado,verb
agintea hartu,coger las riendas,verb
luxuzko,lujoso,adjective
seguraski,de seguro,adverb
jarraian,a continuación,adverb
min egin,hacer daño,verb
abertzale,nacionalista,adjective
biktima,víctima,noun
gori,ardiente,adjective
baratzeko baratxuriak izan,ser una cosa de la cosecha de uno,adverb
salduta egon,estar vendido,verb
Elgoibar,Elgoibar,properNoun
zalantzazkoa izan,estar en entredicho,verb
zirrara,emoción,noun
lokal,local,noun
aurka egin,enfrentar,verb
laino,niebla,noun
batera,a la vez,adverb
motza izan,ser corto de entendederas,adverb
elkarri lotu,entrelazar,verb
tela,tela,noun
orain arte,hasta el presente,adverb
iskanbilan ari izan,tirarse los trastos a la cabeza,verb
nerbioak dantzari edun,tener los nervios a flor de piel,verb
konfiantza eman,dar un margen de confianza,verb
idazle,escritor,noun
azkenaurreko,penúltimo,adjective
noiz edo noiz,alguna vez,adverb
pikutara bidali,mandar a el diablo,verb
erne,brotar,verb
azaldu,presentar,verb
eskasia,escasez,noun
arimatik,con toda mi alma,adverb
neko,cuando,subordinatingConjunction
Aurkene,Aurkene,properNoun
egon,estar en la plenitud de,verb
mukuru bete,colmar,verb
nerau,yo mismo,pronoun
begiratu,mirada,noun
bizikidetasun,convivencia,noun
biztanle,habitante,noun
bikain,excelente,adjective
gaur gauean,esta noche,adverb
adibidez,por ejemplo,adverb
laguntza,ayuda,noun
latsarri,lavadero,noun
lekuan egon,hallarse en el lugar,verb
ingurune,ambiental,adjective
Luisa,Luisa,properNoun
bihotz-bihotzez,de todo corazón,adverb
angeluzuzen,rectangular,adjective
distira,fulgor,noun
bakun,sencillo,adjective
iritzira,a el buen tuntún,adverb
hor zegok ba,ahí está el quid,adverb
zuzen,recto,adverb
edukitze,posesión,noun
heroi,héroe,noun
bailitzan,como si,adverb
nondik,por dónde,adverb
txantxetan ari izan,andar de broma,verb
hamarnaka,por decenas,adverb
kilo,kilo,noun
txanda eskatu,pedir la vez,verb
adimentsu,inteligente,adjective
legea egin,dictar la ley,verb
hori,amarillo,adjective
tiratzaile,tirador,noun
altxor,tesoro,noun
eduki,poseer,verb
izan,estar en malos términos con,verb
erasan,afectar,verb
kanta,canción,noun
isilean,a sordas,adverb
zeinu,signo,noun
bideari jarraitu,seguir las huellas,verb
oihu egin,gritar,verb
zalantzarik ez egon,no haber duda,adverb
orduak eta orduak eman,pasarse las horas muertas,verb
dezente,bastante,pronoun
dezente,bastante,determiner
belar,hierba,noun
inguruan,alrededor,adverb
maite-maite egin,hacer caricias,verb
gaizki hartu,caer como un tiro,verb
baieztatu,afirmar,verb
multzoka,por grupos,adverb
inor konturatu gabe,como quien no quiere la cosa,adverb
bederatzigarren,noveno,determiner
gutxienak,los menos,adverb
amatxo,mamá,noun
barregarri,grotesco,adjective
alde egin eta bakea eman,con la música a otra parte,adverb
porturatu,llegar a puerto,verb
distantzia,distancia,noun
plural,plural,noun
gutxiago izan,estar en inferioridad,verb
goragalea eman,revolver el estómago,verb
banatzaile,divisorio,adjective
apologia,apología,noun
zuzen,a derechas,adverb
traktore,tractor,noun
urki,abedul,noun
eskuz_idatzi,manuscrito,noun
esplizitu,explícito,adjective
gas,gas,noun
lasaitu,tranquilizar,verb
taupadak egin,latir,verb
inola ere ez,de ninguna manera,adverb
esperantza eman,dar esperanzas,verb
neskatan ibili,buscar plan,verb
arrakastatsu,exitoso,adjective
zoritxarrez,desgraciadamente,adverb
gertakizun,contingente,noun
gatzunetan,en salmuera,adverb
aseguratu,asegurar,verb
nahi adina,a discreción,adverb
kafesne,café con leche,noun
milaka,a millares,adverb
ukitu,tocar,verb
fresko,fresco,adjective
nagusi,predominante,adjective
bekokia ageri,dejarse ver,verb
kamioi,camión,noun
ezkutu,oculto,adjective
zalantza egin,dudar,verb
errefuxiatu,refugiado,noun
almeriz,almirez,noun
sinesgarritasun,credibilidad,noun
xede_horretarako,a_ese_efecto,adjective
handik,desde allá,adverb
botila,botella,noun
bidaiari,viajero,noun
haztatu,sondear,verb
lekuz kanpo egon,estar fuera de lugar,verb
berriz jaio,renacer,verb
hilerri,cementerio,noun
hautemangarri,perceptible,adjective
burugogor izan,clavar un clavo con la cabeza,verb
isilpean,de extranjis,adverb
hurreratu,acercar,verb
falta izan,faltar,verb
amaigabetasun,infinidad,noun
erdi,medio,noun
ahateari igerian irakatsi nahi izan,ser más papista que el papa,adverb
ohizko,habitual,adjective
erremediatu,remediar,verb
berri,recién,adverb
mafia,mafia,noun
gizonezko,hombre,noun
ertz,orilla,noun
huntz,hiedra,noun
orain arte,hasta ahora,adverb
erreserba,reserva,noun
ezta pentsatu ere,un jamón con chorreras,adverb
etxe barruan,de puertas para dentro,adverb
analizatu,analizar,verb
Benedikto,Benedikto,properNoun
kanbio,cambio,noun
kanpora,fuera,adverb
trabak traba,por encima de todo,adverb
zitatu,citar,verb
utzi,depositar,verb
bizimodua atera,buscarse la vida,verb
erruz,a manta,adverb
geure burua,a nosotros mismos,adverb
bultzaka,a empellones,adverb
fedegabe,no creyente,adjective
ezkongai,soltero,adjective
belarria eman,aguzar los oídos,verb
ikuskizun,espectáculo,noun
ezegonkor,inestable,adjective
franko,franco,adjective
ohizko,de_puro_trámite,adjective
inola ere ez,de ningún modo,adverb
multinazional,multinacional,adjective
aurka egin,llevar la contraria,verb
ahobatezko,unánime,adjective
kexa,queja,noun
anai,hermano,noun
urgazle,correspondiente,adjective
nabari edun,notar,verb
elizakoak hartu,recibir los sacramentos,verb
izendapen,designación,noun
alferrik da,no conduce a nada,adverb
hirugarrenean asmatu,a la tercera va la vencida,adverb
heldu,madurar,verb
indartsu,fuerte,adjective
kanpotik,de fuera,adverb
eskultura,escultura,noun
inoiz ez,jamás,adverb
milioika,millones de,determiner
obligazio,obligación,noun
lehengoetara itzuli,volver a las andadas,verb
alemaniar,alemán,adjective
ahapaldi,estrofa,noun
astun,grave,adjective
zazpigarren,séptimo,determiner
gandik,desde,preposition
tunika,túnica,noun
aitaren seme gelditu,quedar a la cuarta pregunta,verb
esentzial,esencial,adjective
asko,en gran medida,adverb
horizontal,horizontal,adjective
alderanzketa,inversión,noun
guraso,padre,noun
zorria baino pobreago,más pobre que una rata,adverb
jenio txarra edun,tener mala uva,verb
gau ona edun,pasar buena noche,verb
ezer ez izan,ser poca cosa,adverb
fardela bere gain hartu,tragarse un marrón,verb
izan,perderse por,verb
administrazio-zuzendaritza,dirección_administrativa,noun
bereak eta bi esan,poner de vuelta y media,verb
taldekatze,agrupación,noun
famatu berehala bihurtu,catapultar a la fama,verb
sindrome,síndrome,noun
elkar ikusi,verse las caras,verb
autonomo,autónomo,adjective
Hezbola,Hezbolá,properNoun
bartzelonar,barcelonés,adjective
atmosfera,atmósfera,noun
ez hain gertu,no tan acá,adverb
nork bere opilari ikatza,arrimar cada cual el ascua a su sardina,verb
ofizialtasunez,con carácter oficial,adverb
huraxe,aquello mismo,adverb
lurrera erori,dar consigo en tierra,verb
txantxetan ari izan,bromear,verb
zatitu,dividir,verb
ogitarteko,bocadillo,noun
Ipar Katalunia,Cataluña del Norte,properNoun
zerbaitetan trebea izan,ser lo vuestro,adverb
jakite,saber,noun
atsegin,agradable,adjective
kapitain,capitán,noun
abuztu,agosto,noun
duela gutxi,hace poco,verb
amodioz,con amor,adverb
botika,fármaco,noun
esana da erraz eta egina garratz,del dicho a el hecho hay un trecho,adverb
besterik gabe,sin más,adverb
halabeharrezko,fatal,adjective
bide,vía,noun
ordubete,una hora entera,noun
uholde,inundación,noun
prozesu,proceso,noun
garraioa ordainduta,a portes pagados,adverb
ukuilu,cuadra,noun
fazati,rebuscado,adjective
komertzial,comercial,adjective
oinetakoak,calzado,noun
penal,penal,adjective
aukeran,como anillo a el dedo,adverb
urtadar,retoño,noun
erretorika,retórica,noun
jauzi eginez,de un salto,adverb
putakume,hijo de puta,noun
han urruti,allí lejos,adverb
su,lumbre,noun
epistemologia,epistemología,noun
hilik,muerto,adjective
gaur arte,hasta hoy,adverb
sortu,suscitar,verb
liken,liquen,noun
ate nagusitik,por la puerta grande,adverb
mesedegarri,favorable,adjective
ikusgai egon,estar visible,verb
dibulgazio,divulgación,noun
zabaldu,abrir,verb
ezbehar,siniestro,noun
poltsa,bolsa,noun
zura ukitu,tocar madera,verb
zabal,ampliamente,adverb
hasierako,inicial,adjective
lagundu,arrimar el hombro,verb
txikitu,destruir,verb
hobe,mejor,adverb
etekina atera,sacar fruto,verb
moda pasatu,pasar de moda,verb
kulturadun,culto,adjective
altzari,mueble,noun
kulunkatu,balancear,verb
izan,ser refractario a,adverb
nonbait,en algún sitio,adverb
baxu hitz egin,bajar el tono de voz,verb
jaitsi,descolgar,verb
karbono-zuntzezko,de_fibra_de_carbono,adjective
salatu,denunciar,verb
hauxe,esto mismo,adverb
begirik ez kendu,no perder de vista,adverb
ahalegindu,afanar,verb
fede,creencia,noun
arrain,pez,noun
arrunt,usual,adjective
gainera,además,adverb
maltzur,astuto,adjective
alaitasuna,alegría,noun
blai egin,empaparse hasta los huesos,verb
biloba,nieto,noun
altxatu,alzarse contra,verb
garrasika,a gritos,adverb
mutur batetik bestera,de polo a polo,adverb
on-ona izan,ser una bendición,adverb
arrakasta edun,salir airoso,verb
solo,solo,noun
ahalegindu,esforzar,verb
herrizain,agente,noun
errotu,arraigar,verb
gehienez,a lo sumo,adverb
itxurazko,aparente,adjective
primeran ibili,pasarlo dabuti,verb
norbait bere eleketatik ez atera,no dar el brazo a torcer,adverb
adoretu,dar ánimo,verb
pozez zoratzen egon,estar loco de alegría,verb
luzarora,a la larga,adverb
gehiago elkartu,estrechar las filas,verb
egoitza,morada,noun
kargu,cargo,noun
jaio,nacer,verb
berant,tarde,adverb
inguruko,de_por_allí,adjective
interesgarri,interesante,adjective
Pirinio,Pirineos,properNoun
zorretan,en deuda,adverb
osatu,completar,verb
edan,beber,verb
batetik bestera,de un sitio a otro,adverb
gehiegikeriak esan,pasarse de la raya,verb
gaitz egin,irle mal,verb
kontsakrazio,consagración,noun
aholku,consejo,noun
bokazio,vocación,noun
saldoka,a punta pala,adverb
bahetu,pasar por el tamiz,verb
jarraitu,seguido,adjective
hil,mandar a el otro barrio,verb
