source,target,POS
vauclusenc,vauclusien,adjective
fusionar,fusionner,verb
interpellacion,interpellation,noun
revalorizar,revaloriser,verb
Murray,Murray,properNoun
cameronés,Camerounais,noun
Guan,Guan,properNoun
Stark,Stark,properNoun
platonisme,platonisme,noun
escolastic,scolastique,adjective
cardonilha,chardonneret,noun
Adrienne,Adrienne,properNoun
inimaginable,inimaginable,adjective
Unix,Unix,properNoun
Théorêt,Théorêt,properNoun
emprenhat,enceinte,adjective
Marineau,Marineau,properNoun
aunorar,honorer,verb
Ramirez,Ramirez,properNoun
anullatiu,annulatif,adjective
resident,résident,noun
anteriorament,antérieurement,adverb
Concas,Concas,properNoun
Lanoie,Lanoie,properNoun
fixitat,fixité,noun
Molins,Molins,properNoun
conjuracion,conjuration,noun
Canuel,Canuel,properNoun
Shank,Shank,properNoun
Lou Reed,Lou Reed,properNoun
ordinator,ordinateur,adjective
adorator,adorateur,adjective
Cabarrocas,Cabarrocas,properNoun
declin,déclin,noun
Synnott,Synnott,properNoun
Jacob,Jacob,properNoun
Serrans,Serrans,properNoun
cordelada,kyrielle,noun
organet,organite,noun
Schmid,Schmid,properNoun
Abdelkader,Abdelkader,properNoun
Casellas,Casellas,properNoun
von Starhemberg,von Starhemberg,properNoun
carlamusa,musette,noun
brevetar,breveter,verb
Fischer,Fischer,properNoun
Carbonell,Carbonell,properNoun
Eslovènia,Slovénie,properNoun
representatiu,représentatif,adjective
mentre,tandis que,subordinatingConjunction
soniar,songer,verb
esquiçar,déchirer,verb
Barrachina,Barrachina,properNoun
Marna,Marne,properNoun
Cebrià,Cebrià,properNoun
Sangrà,Sangrà,properNoun
infrastructura,infrastructure,noun
Lluís,Lluís,properNoun
ferrat,ferré,adjective
telefilme,téléfilm,noun
sovent,souvent,adverb
Jančura,Jančura,properNoun
metodologic,méthodologique,adjective
regionalisme,régionalisme,noun
Bhutto,Bhutto,properNoun
Cheng,Cheng,properNoun
Yunus,Yunus,properNoun
consigna,consigne,noun
ucrainés,ukrainien,adjective
von Kleist,von Kleist,properNoun
Lecha,Lecha,properNoun
nene,poupon,noun
Puebla,Puebla,properNoun
bolivian,bolivien,adjective
Valentina,Valentina,properNoun
corròp,ensemble,noun
comprometre,compromettre,verb
Jawara,Jawara,properNoun
Sven,Sven,properNoun
consternacion,consternation,noun
dependent,dépendant,adjective
Mosquera,Mosquera,properNoun
cobejar,convoiter,verb
Senis,Senis,properNoun
Hurens,Hurens,properNoun
Reales,Reales,properNoun
Amenta,Amenta,properNoun
comprendre,comprendre,verb
Dam,Dam,properNoun
apraiar,réparer,verb
Lynne,Lynne,properNoun
fidèu,fidèle,noun
Bahl,Bahl,properNoun
Andion,Andion,properNoun
Sagem,Sagem,properNoun
maligne,maligne,adjective
sedentaritat,sédentarité,noun
Soler,Soler,properNoun
intervencionisme,interventionnisme,noun
tendau,auvent,noun
Murciano,Murciano,properNoun
Alam,Alam,properNoun
Rodolphe,Rodolphe,properNoun
filatelista,philatéliste,noun
Argemí,Argemí,properNoun
socialament,socialement,adverb
al-Hazmi,al-Hazmi,properNoun
nidificacion,nidification,noun
ginèsta,genêt,noun
Chantigny,Chantigny,properNoun
calcificar,calcifier,verb
exaltar,exhaler,verb
de la part de,de la part de,preposition
ecologista,écologiste,adjective
utilitari,utilitaire,adjective
perdeire,perdant,noun
Lubin,Lubin,properNoun
Roxane,Roxane,properNoun
recomandar,recommander,verb
Escayola,Escayola,properNoun
criptar,crypter,verb
abonar,régler,verb
programmacion,programmation,noun
Douville,Douville,properNoun
Ciceró,Ciceró,properNoun
finés,finnois,adjective
arrevirador,traducteur,noun
Dragon,Dragon,properNoun
Zubaydah,Zubaydah,properNoun
analisi,analyse,noun
desen,dixième,noun
sòl,sol,noun
Gédéon,Gédéon,properNoun
integrar,intégrer,verb
amiar,porter,verb
alluvion,alluvion,noun
casta,caste,noun
eretgia,hérésie,noun
analècta,analecte,noun
armèni,arménien,adjective
Debien,Debien,properNoun
Guernon,Guernon,properNoun
Ribalta,Ribalta,properNoun
malaisidament,avec difficulté,adverb
Lumbreras,Lumbreras,properNoun
Kazi,Kazi,properNoun
peticionari,pétitionnaire,noun
Lionèl,Lionèl,properNoun
Demeule,Demeule,properNoun
Liébana,Liébana,properNoun
Planck,Planck,properNoun
Elordui,Elordui,properNoun
clapet,clapet,noun
Sally,Sally,properNoun
avalar,avaliser,verb
Olea,Olea,properNoun
Catlla,Catlla,properNoun
East,East,properNoun
centrala,centrale,noun
poma,pomme,noun
Purroy,Purroy,properNoun
perméter,permettre,verb
Verny,Verny,properNoun
just,juste,adjective
Alvear,Alvear,properNoun
al-Àssad,al-Àssad,properNoun
retaule,auvent,noun
revenge,revanche,noun
Miclette,Miclette,properNoun
Minneapolis,Minneapolis,properNoun
Clint,Clint,properNoun
traumatisme,traumatisme,noun
Orlhac,Aurillac,properNoun
taranta,tarente,noun
Zarranz,Zarranz,properNoun
perqué,pourquoi,noun
Bordera,Bordera,properNoun
apilotar,empiler,verb
Sepúlveda,Sepúlveda,properNoun
aver,avoir,verb
Péloquin,Péloquin,properNoun
Jospin,Jospin,properNoun
Mogas,Mogas,properNoun
Florido,Florido,properNoun
congratular,congratuler,verb
Mediterranèa,Méditerranée,properNoun
Esparza,Esparza,properNoun
desinéncia,désinence,noun
Cosby,Cosby,properNoun
Raymonde,Raymonde,properNoun
Stockhausen,Stockhausen,properNoun
alemanic,alémanique,adjective
imbecilitat,imbécilité,noun
Bois,Bois,properNoun
sinusiti,sinusite,noun
Orr,Orr,properNoun
Arteagoitia,Arteagoitia,properNoun
Medeiros,Medeiros,properNoun
tirar,jeter,verb
Toutant,Toutant,properNoun
especificar,spécifier,verb
en amont,en amont,adverb
von Gaudententhurn,von Gaudententhurn,properNoun
Hanson,Hanson,properNoun
fruchièr,fruitier,adjective
Ghaddar,Ghaddar,properNoun
Deusdad,Deusdad,properNoun
Montllor,Montllor,properNoun
Gabarre,Gabarre,properNoun
debàs,bas,noun
Flynn,Flynn,properNoun
aquitan,aquitain,adjective
animar,animer,verb
passiu,passif,adjective
moisset,faucon,noun
valide,valide,adjective
silvèstre,sylvestre,adjective
apercebut,aperçu,noun
paginacion,pagination,noun
caudièira,chaudron,noun
a flor e a mesura,au fur et à mesure,adverb
Fabrici,Fabrici,properNoun
Nieddu,Nieddu,properNoun
fisicament,physiquement,adverb
artròsi,arthrose,noun
desapréner,désapprendre,verb
cauterizar,cautériser,verb
tempsada,période,noun
perilh,péril,noun
Augé,Augé,properNoun
triangulacion,triangulation,noun
Rafecas,Rafecas,properNoun
microfòn,microphone,noun
desdoblar,dédoubler,verb
Rossí,Rossí,properNoun
que,car,subordinatingConjunction
Durst,Durst,properNoun
Maddalena,Maddalena,properNoun
Vielha e Mijaran,Vielha e Mijaran,properNoun
Lairissa,Lairissa,properNoun
Cháfer,Cháfer,properNoun
Aguilar,Aguilar,properNoun
reprodusir,reproduire,verb
caminaire,marcheur,noun
californian,Californien,noun
democratic,démocratique,adjective
òrb,aveugle,adjective
Bourdages,Bourdages,properNoun
Sanmartí,Sanmartí,properNoun
Casà,Casà,properNoun
irreversibilitat,irréversibilité,noun
temeritat,témérité,noun
congelar,congeler,verb
fondamentalista,fondamentaliste,noun
encadenament,enchaînement,noun
Bellido,Bellido,properNoun
intègre,intègre,adjective
Mensa,Mensa,properNoun
contemplacion,contemplation,noun
Nicks,Nicks,properNoun
amaluc,fémur,noun
Braque,Braque,properNoun
Walker,Walker,properNoun
Pagés,Pagés,properNoun
Meehan,Meehan,properNoun
Utrecht,Utrecht,properNoun
tarsièr,tarsier,noun
rigiditat,rigidité,noun
Perálvarez,Perálvarez,properNoun
Boyas,Boyas,properNoun
Molla,Molla,properNoun
Sylvester,Sylvester,properNoun
renom,renom,noun
Mercadal,Mercadal,properNoun
maçuga,massue,noun
Rusiñol,Rusiñol,properNoun
Tutusaus,Tutusaus,properNoun
St-Michel,St-Michel,properNoun
teis,if,noun
autocritica,autocritique,noun
Marchessault,Marchessault,properNoun
apofonia,apophonie,noun
academicament,académiquement,adverb
flòta,flotte,noun
La Reünion,La Réunion,properNoun
congediar,licencier,verb
pèsta,puanteur,noun
Escalante,Escalante,properNoun
Sussman,Sussman,properNoun
flaire,odorat,noun
mofa,mousse,noun
flotason,flottaison,noun
Javascript,Javascript,properNoun
acertar,deviner,verb
monegasc,Monégasque,noun
Mas,Mas,properNoun
Erkoreka,Erkoreka,properNoun
Caraballo,Caraballo,properNoun
identitat,identité,noun
lent,lent,adjective
Trías,Trías,properNoun
Ayza,Ayza,properNoun
medecina,médicament,noun
Oman,Oman,properNoun
Peters,Peters,properNoun
aumentar,augmenter,verb
Dramé,Dramé,properNoun
aubèrja,auberge,noun
Bussières,Bussières,properNoun
Murdoch,Murdoch,properNoun
Rashid,Rashid,properNoun
au luòc de,au lieu de,preposition
Piu,Pie,properNoun
Dörler,Dörler,properNoun
Urumea,Urumea,properNoun
allocucion,allocution,noun
Aceña,Aceña,properNoun
pingoïn,pingouin,noun
laborar,labourer,verb
enroïnar,abîmer,verb
Renània,Rhénanie,properNoun
fulhatge,feuillage,noun
Bonaire,Bonaire,properNoun
espatarnada,chute,noun
Zabel,Zabel,properNoun
electrificacion,électrification,noun
Ararat,Ararat,properNoun
precari,précaire,adjective
Borges,Borges,properNoun
Sagués,Sagués,properNoun
mancar,faillir,verb
Nigèr,Niger,properNoun
eterodòx,hétérodoxe,adjective
a racacòr,à contre-cœur,adverb
òlga,odeur,noun
catolic,catholique,noun
Sangenís,Sangenís,properNoun
Nikki,Nikki,properNoun
indesbrembable,inoubliable,adjective
braça,brasse,noun
Bonillo,Bonillo,properNoun
Brock,Brock,properNoun
Ferrer,Ferrer,properNoun
modèstament,modestement,adverb
explicitament,explicitement,adverb
armonizar,harmoniser,verb
Maraton,Marathon,properNoun
Béal Feirste,Belfast,properNoun
Corchero,Corchero,properNoun
volatile,volatile,adjective
aital,comme ça,adverb
Satan,Satan,properNoun
Elum,Elum,properNoun
jornalièr,journalier,adjective
olandés,hollandais,noun
instabilitat,instabilité,noun
laconic,laconique,adjective
perilh,danger,noun
binarisme,binarisme,noun
Millán,Millán,properNoun
manifestacion,manifestation,noun
socioeconomic,socio-économique,adjective
lavabo,lavabo,noun
sincretisme,syncrétisme,noun
crebar,exploiter,verb
sagerar,cacheter,verb
sautaire,sauteur,adjective
Gorina,Gorina,properNoun
soldat,soldat,noun
gallés,gaulois,adjective
Quiñones,Quiñones,properNoun
TV,TV,properNoun
Su,Su,properNoun
cronomètre,chronomètre,noun
Estébanez,Estébanez,properNoun
labech,sud-ouest,noun
Massarelli,Massarelli,properNoun
provier,provenir,verb
guatemaltèc,guatémaltèque,adjective
Carrasquilla,Carrasquilla,properNoun
Pettigrew,Pettigrew,properNoun
Lafontaine,Lafontaine,properNoun
metropòli,métropole,noun
celtic,celtique,adjective
Magdalena,Magdalena,properNoun
Deloy,Deloy,properNoun
Iria,Iria,properNoun
marsupial,marsupial,noun
continu,continu,adjective
Lavigne,Lavigne,properNoun
ambulància,ambulance,noun
Rubalcaba,Rubalcaba,properNoun
sagelar,sceller,verb
precisament,précisément,adverb
comprensible,compréhensible,adjective
Jordi,Jordi,properNoun
dialogar,dialoguer,verb
betonica,bétoine,noun
sonòr,sonore,adjective
contaire,conteur,noun
programable,programmable,adjective
Teolis,Teolis,properNoun
Asens,Asens,properNoun
militància,militance,noun
molhèr,époux,noun
alhet,ail,noun
a fuòc e sang,à feu et à sang,adverb
Robledillo,Robledillo,properNoun
Col,Col,properNoun
conclave,conclave,noun
von Lodron,von Lodron,properNoun
extension,étendue,noun
Chaperon,Chaperon,properNoun
voitre,vautour,noun
Ahumada,Ahumada,properNoun
Gata,Gata,properNoun
McMahon,McMahon,properNoun
de manièra que,de manière que,subordinatingConjunction
Mallette,Mallette,properNoun
Pous,Pous,properNoun
Sartre,Sartre,properNoun
dirigent,dirigeant,noun
bari,baryum,noun
Béchard,Béchard,properNoun
Fontanillas,Fontanillas,properNoun
McDonald,McDonald,properNoun
Olmert,Olmert,properNoun
Armenteros,Armenteros,properNoun
Botham,Botham,properNoun
Fisas,Fisas,properNoun
Garceau,Garceau,properNoun
Baca,Baca,properNoun
transportable,transportable,adjective
Extremera,Extremera,properNoun
von Annenberg,von Annenberg,properNoun
Wozniak,Wozniak,properNoun
Farhat,Farhat,properNoun
Goirizelaia,Goirizelaia,properNoun
Mousseau,Mousseau,properNoun
Voisine,Voisine,properNoun
Castañón,Castañón,properNoun
Galimany,Galimany,properNoun
maquilhatge,maquillage,noun
pel,poil,noun
respectivament,respectivement,adverb
Mòsa,Meuse,properNoun
aculturacion,acculturation,noun
Gran Bretanha,Grande Bretagne,properNoun
lunason,lunaison,noun
afichar,afficher,verb
ciment,ciment,noun
benignament,bénignement,adverb
mosaïc,mosaïque,noun
decuple,décuple,adjective
Salafranca,Salafranca,properNoun
ultranacionalista,ultranationaliste,noun
reestructurar,restructurer,verb
Basterra,Basterra,properNoun
tonèl,tonneau,noun
entorn,environnement,noun
Vuitton,Vuitton,properNoun
antropomorfisme,anthropomorphisme,noun
Gabrielle,Gabrielle,properNoun
estienuda,étendue,noun
GPS,GPS,noun
Tovar,Tovar,properNoun
Cure,Cure,properNoun
Desourdy,Desourdy,properNoun
Correas,Correas,properNoun
Stefania,Stefania,properNoun
simonia,simonie,noun
afars exteriors,affaires étrangères,noun
Figuera,Figuera,properNoun
retardar,retarder,verb
Jeanne,Jeanne,properNoun
negligir,négliger,verb
escur,obscur,adjective
bicicleta,bicyclette,noun
Capella,Capella,properNoun
entreveire,entrevoir,verb
simbiòsi,symbiose,noun
antifascista,antifasciste,noun
Geffner,Geffner,properNoun
intermitent,intermittent,noun
fasedor,faiseur,noun
sobeiranista,souverainiste,adjective
tipograf,typographe,noun
omniscient,omniscient,adjective
Haley,Haley,properNoun
lunfèrn,enfer,noun
qualqu'un,quelqu'un,pronoun
von Sellenthin,von Sellenthin,properNoun
alfasega,basilic,noun
Lana,Lana,properNoun
alèrta,alerte,noun
reüssir,réussir,verb
multiple,multiple,noun
Córdoba,Córdoba,properNoun
McBrearty,McBrearty,properNoun
Singlá,Singlá,properNoun
Veronica,Véronique,properNoun
emocion,émotion,noun
Sorce,Sorce,properNoun
Chenail,Chenail,properNoun
subdevesir,subdiviser,verb
marcatge,marquage,noun
moralament,moralement,adverb
Madagascar,Madagascar,properNoun
Grohl,Grohl,properNoun
trebolar,bouleverser,verb
especificacion,spécification,noun
oblidar,oublier,verb
procariòta,procaryote,noun
quèrre,gauche,adjective
segon,selon,adverb
modulator,modulateur,noun
paleoantropologia,paléoanthropologie,noun
gèis,plâtre,noun
Romney,Romney,properNoun
Carly,Carly,properNoun
alpenc,alpin,adjective
Oliveras,Oliveras,properNoun
entad aiçò qu'ei a,pour ce qui est de,preposition
Sansa,Sansa,properNoun
Pinte,Pinte,properNoun
Gispert,Gispert,properNoun
Agripina,Agrippine,properNoun
Narcisse,Narcisse,properNoun
Campisi,Campisi,properNoun
meteorologia,météorologie,noun
AFM,AFM,noun
agnat,agnathe,noun
Lamb,Lamb,properNoun
sandinista,sandiniste,noun
Busby,Busby,properNoun
Theron,Theron,properNoun
Noemí,Noemi,properNoun
Dandeneault,Dandeneault,properNoun
indiscutible,indiscutable,adjective
descolonizar,décoloniser,verb
Mireault,Mireault,properNoun
Guillot,Guillot,properNoun
Lamo,Lamo,properNoun
Flix,Flix,properNoun
Oganda,Ouganda,properNoun
Güell,Güell,properNoun
canhòt,chenet,noun
Manso,Manso,properNoun
Guimerá,Guimerá,properNoun
règne,règne,noun
Singer,Singer,properNoun
promòir,promouvoir,verb
siti,site,noun
Word,Word,properNoun
desmobilizacion,démobilisation,noun
Hénault,Hénault,properNoun
museografic,muséographique,adjective
poetic,poétique,adjective
mormolhar,murmurer,verb
economicament,économiquement,adverb
occitan,occitan,noun
arribar,arriver,verb
Caravaggio,Caravaggio,properNoun
avenc,gouffre,noun
Lavrov,Lavrov,properNoun
antropologia,anthropologie,noun
madrepòra,madrépore,noun
eslovac,slovaque,noun
dactilologia,dactylologie,noun
autopromocion,autopromotion,noun
Oriti,Oriti,properNoun
Montalbano,Montalbano,properNoun
Ribé,Ribé,properNoun
excès,excès,noun
coishin,coussin,noun
lubric,lubrique,adjective
Minoves,Minoves,properNoun
Young,Young,properNoun
Bastone,Bastone,properNoun
Paule,Paule,properNoun
Hanks,Hanks,properNoun
Gaudí,Gaudí,properNoun
transformar,transformer,verb
Natxo,Natxo,properNoun
Avendaño,Avendaño,properNoun
Tauler,Tauler,properNoun
maximalista,maximaliste,noun
retratar,portraire,verb
acumulador,accumulateur,noun
qüestionar,questionner,verb
bolegar,bouger,verb
Downey,Downey,properNoun
faissisme,fascisme,noun
lanhar,plaindre,verb
esborrar,effacer,verb
torreta,tourelle,noun
palais,palais,noun
Weinstein,Weinstein,properNoun
Císcar,Císcar,properNoun
francés,français,noun
Ritcher,Ritcher,properNoun
estacion,saison,noun
marga,manche,noun
Huffman,Huffman,properNoun
a posita,à portée,adverb
Oliveira,Oliveira,properNoun
filtre,filtre,noun
confir,confire,verb
cap,tête,noun
Jamiroquai,Jamiroquai,properNoun
Obon,Obon,properNoun
Barakaldo,Barakaldo,properNoun
aterrissatge,atterrissage,noun
Liliana,Liliana,properNoun
Isabela,Isabela,properNoun
a jorn falit,à la tombée du jour,adverb
Juste,Juste,properNoun
Veintimilla,Veintimilla,properNoun
Juventus,Juventus,properNoun
acadian,acadien,adjective
Mairal,Mairal,properNoun
Verde,Verde,properNoun
Dupaul,Dupaul,properNoun
Lequin,Lequin,properNoun
perpal,levier,noun
monument,monument,noun
Khan,Khan,properNoun
Kampala,Kampala,properNoun
Oakes,Oakes,properNoun
bermudian,Bermudien,noun
Huot,Huot,properNoun
acumular,accumuler,verb
Fátima,Fátima,properNoun
pèira levada,menhir,noun
mentida,mensonge,noun
narratiu,narratif,adjective
Antonsson,Antonsson,properNoun
mentretant,en attendant,adverb
Tamarid,Tamarid,properNoun
Tonga,Tonga,properNoun
perfèctament,parfaitement,adverb
enebir,interdire,verb
Ayuso,Ayuso,properNoun
peniténcia,pénitence,noun
manca,lacune,noun
IV,IVème,adjective
Pagette,Pagette,properNoun
Lemos,Lemos,properNoun
patronatge,patronage,noun
enténer,écouter,verb
Grècia,Grèce,properNoun
sard,sarde,noun
desembarcament,débarquement,noun
normativa,réglementation,noun
formosan,taïwanais,noun
amiar,conduire,verb
rega,sillon,noun
Penosway,Penosway,properNoun
anglofilia,anglophilie,noun
vulnerable,vulnérable,adjective
debilitat,débilité,noun
Eritrèa,Érythrée,properNoun
hèr,faire,verb
perseverança,persévérance,noun
Corpas,Corpas,properNoun
adreçar,adresser,verb
mala,valise,noun
Echeverría,Echeverría,properNoun
alquimia,alchimie,noun
eliminacion,élimination,noun
ambicionar,ambitionner,verb
Selladurai,Selladurai,properNoun
quinina,quinine,noun
Espanha,Espagne,properNoun
un bricon mai de,un peu plus de,preposition
Stafford,Stafford,properNoun
rebatejar,rebaptiser,verb
oxigèn,oxygène,noun
empossar,pousser,verb
Ayotte,Ayotte,properNoun
pendula,pendule,noun
Zorrilla,Zorrilla,properNoun
idrocefalia,hydrocéphalie,noun
Guarinos,Guarinos,properNoun
Caux,Caux,properNoun
Salemi,Salemi,properNoun
equipa,équipe,noun
Chavez,Chavez,properNoun
burkinabe,burkinabé,adjective
Chaumont,Chaumont,properNoun
regitar,rejeter,verb
vèrge,vierge,noun
correspondent,correspondant,noun
trionf,triomphe,noun
conduita,conduite,noun
Badenas,Badenas,properNoun
Manacor,Manacor,properNoun
Vittoria,Vittoria,properNoun
falta,faute,noun
excentricitat,excentricité,noun
Granell,Granell,properNoun
trotar,trotter,verb
regionalista,régionaliste,noun
Brin,Brin,properNoun
Pauli,Pauli,properNoun
Domènec,Domènec,properNoun
Moràvia,Moravie,properNoun
pluralizar,pluraler,verb
narcotic,narcotique,adjective
aisit,facile,adjective
batèsta,bataille,noun
Eslovaquia,Slovaquie,properNoun
analògue,analogue,adjective
compacitat,compacité,noun
abcaz,abkhaze,noun
ton,ton,possessivePronoun
ton,ton,determiner
ton,ton,possessivePronoun
ton,ton,determiner
ton,ton,possessivePronoun
ton,ton,determiner
ton,ton,possessivePronoun
ton,ton,determiner
comprobacion,vérification,noun
arrés,personne,pronoun
planeta,planète,noun
Voisard,Voisard,properNoun
Rafel,Rafel,properNoun
Fortugno,Fortugno,properNoun
costar,coûter,verb
Jaurès,Jaurès,properNoun
redactar,rédiger,verb
enriquesiment,enrichissement,noun
fondator,fondateur,noun
VI,VIème,adjective
Langa,Langa,properNoun
nòva,nouvelle,noun
Katapatuk,Katapatuk,properNoun
Hajji,Hajji,properNoun
Hitachi,Hitachi,properNoun
fach,fait,noun
acuelhement,accueil,noun
Cufí,Cufí,properNoun
Duplessis,Duplessis,properNoun
Hathaway,Hathaway,properNoun
Èva,Èva,properNoun
coneissença,connaissance,noun
Sutherland,Sutherland,properNoun
corbir,joncher,verb
BNP,BNP,noun
Salomé,Salomé,properNoun
Fradera,Fradera,properNoun
ànim,esprit,noun
murar,murer,verb
reduire,réduire,verb
entòrta,torche,noun
davarar,baisser,verb
ligombau,homard,noun
Kerejeta,Kerejeta,properNoun
cap e tot,complètement,adverb
Alduntzin,Alduntzin,properNoun
Borzì,Borzì,properNoun
teissut,tissu,adjective
Bausen,Bausen,properNoun
Damato,Damato,properNoun
aunestetat,honnêteté,noun
foncionament,fonctionnement,noun
passiu,passif,noun
sierraleonés,sierraléonais,adjective
asma,asthme,noun
Bisaillon,Bisaillon,properNoun
Hannover,Hanovre,properNoun
Mariné,Mariné,properNoun
evorian,ivoirien,adjective
Vilamala,Vilamala,properNoun
sèrie,série,noun
Laurenç,Laurent,properNoun
Berkman,Berkman,properNoun
fendasclada,fente,noun
Camus,Camus,properNoun
rapaire,rappeur,noun
Genois,Genois,properNoun
dètz-e-uèch,dix-huit,numeral
pendolant,suspendu,adjective
Thomas,Thomas,properNoun
miègjorn,midi,noun
Caminal,Caminal,properNoun
dos cents,deux cent,numeral
von Lobdeburg,von Lobdeburg,properNoun
Puig i Godes,Puig i Godes,properNoun
Sagué,Sagué,properNoun
Groleau,Groleau,properNoun
vinaigre,vinaigre,noun
Pepsi,Pepsi,properNoun
galvanizar,galvaniser,verb
principi,principe,noun
Laila,Laila,properNoun
talent,désir,noun
Marna,la Marne,properNoun
Kérouack,Kérouack,properNoun
reciprocitat,réciprocité,noun
desencusa,excuse,noun
istme,isthme,noun
pagable,payable,adjective
arboricòla,arboricole,adjective
solid,sûr,adjective
tongalés,Tongien,noun
Cassista,Cassista,properNoun
Arona,Arona,properNoun
tèrra,terre,noun
Carlota,Carlota,properNoun
collectiu,collectif,adjective
obrar,œuvrer,verb
moral,moral,noun
Boisset,Boisset,properNoun
eiretar,hériter,verb
nèbla,brume,noun
Adams,Adams,properNoun
espart,spart,noun
Benedi,Benedi,properNoun
fixacion,fixation,noun
administrador,administrateur,noun
Curotte,Curotte,properNoun
74n,74ème,adjective
esclavitud,servitude,noun
idrogenar,hydrogéner,verb
misharnon,champignon,noun
eliça,hélice,noun
acomolar,accumuler,verb
odonimia,odonymie,noun
aramon,aramon,noun
Picó,Picó,properNoun
téner,avoir,verb
quinzau,quinzième,adjective
nepalés,népalais,noun
planhèra,plaine,noun
Verdu,Verdu,properNoun
Menchú,Menchú,properNoun
auricular,auriculaire,noun
Quílez,Quílez,properNoun
Solsona,Solsona,properNoun
