source,target,POS
Maure,Maure,properNoun
Canciana,Canciana,properNoun
el que té de bo,su chi tenet de bonu,preposition
voler,chèrrere,verb
Ahmadi,Ahmadi,properNoun
comunicant,comunicante,adjective
Marwan,Marwan,properNoun
Niça,Nitza,properNoun
Consell,Consell,properNoun
Leandre,Leandre,properNoun
Frigola,Frigola,properNoun
Viazzi,Viazzi,properNoun
Julian,Julian,properNoun
Pusceddu,Pusceddu,properNoun
Reizabal,Reizabal,properNoun
radiològic,radiològicu,adjective
Abby,Abby,properNoun
Napolitano,Napolitano,properNoun
Sender,Sender,properNoun
Lamberti,Lamberti,properNoun
bidimensional,bidimensionale,adjective
Guerín,Guerín,properNoun
Xose,Xose,properNoun
Arcos,Arcos,properNoun
a prop de,a curtzu de,preposition
complaure,acuntentare,verb
beneficiari,benefitziàriu,adjective
Marouane,Marouane,properNoun
Ortuño,Ortuño,properNoun
Sagrera,Sagrera,properNoun
Larreula,Larreula,properNoun
integrant,integrante,noun
Amer,Amer,properNoun
religiosament,in manera religiosa,adverb
al final,a ùrtimu,adverb
quant,cantu,adjective
quant,cantu,relativePronoun
quant,cantu,pronoun
quant,cantu,interrogativePronoun
Abinahil,Abinahil,properNoun
dansar,ballare,verb
Borgonya,Borgogna,properNoun
Perdigón,Perdigón,properNoun
Mara,Mara,properNoun
a causa de,pro more de,preposition
Tejeda,Tejeda,properNoun
servar,pònnere a banda,verb
Husereau,Husereau,properNoun
Vigneux,Vigneux,properNoun
fageda,fau,noun
amnistia,amnistia,noun
aquell,cuddu,determiner
aquell,cuddu,demonstrativePronoun
aquell,cuddu,pronoun
aquell,cuddu,determiner
aquell,cuddu,demonstrativePronoun
aquell,cuddu,determiner
aquell,cuddu,demonstrativePronoun
aquell,cuddu,pronoun
aquell,cuddu,determiner
aquell,cuddu,demonstrativePronoun
carta,carta,noun
Chatigny,Chatigny,properNoun
campidanès,campidanesu,adjective
polític,polìticu,adjective
artilleria,artillieria,noun
urani,uràniu,noun
opacament,in manera opaca,adverb
Rood,Rood,properNoun
estatutari,istatutàriu,adjective
addicional,additzionale,adjective
quart,cuartu,adjective
actuació,atuamentu,noun
Asensi,Asensi,properNoun
múltiple,mùltiplu,noun
pacifisme,patzifismu,noun
Farres,Farres,properNoun
Iñurrategui,Iñurrategui,properNoun
graciós,galanu,adjective
Teófila,Teófila,properNoun
contestar,cuntestare,verb
hel·lè,ellènicu,adjective
al vespre,a su sero,adverb
Zainab,Zainab,properNoun
sempre que,semper chi,subordinatingConjunction
Teresa,Teresa,properNoun
canaló,canalone,noun
von Dardel,von Dardel,properNoun
dimarts,martis,noun
surinamès,surinamesu,noun
feta,fatu,noun
Feliz,Feliz,properNoun
diferent,diferente,adjective
estoc,iscorta,noun
suplantar,ispeigare,verb
protegir,amparare,verb
Dolan,Dolan,properNoun
cronològic,cronològicu,adjective
estadísticament,in manera istatìstica,adverb
hèrnia,èrnia,noun
Ventre,Ventre,properNoun
setmana,chida,noun
això no obstant,mancari gasi,subordinatingConjunction
de tot el món,de totu su mundu,adverb
Justice,Justice,properNoun
estació,istatzione,noun
rondalla,fàula,noun
patí,pàtinu,noun
estiu,istiu,noun
traductor,tradutore,noun
van Leeuwenhoek,van Leeuwenhoek,properNoun
Sexton,Sexton,properNoun
pineda,pineta,noun
Mayra,Mayra,properNoun
argent,prata,noun
Louise,Louise,properNoun
Wolsey,Wolsey,properNoun
celebrar,tzelebrare,verb
Guim,Guim,properNoun
VII,VII,numeral
recol·lectar,ammuntonare,verb
decorativament,in manera decorativa,adverb
Annanack,Annanack,properNoun
expedir,ispedire,verb
Kassem,Kassem,properNoun
Zambrana,Zambrana,properNoun
Hamburg,Amburgu,properNoun
Christie,Christie,properNoun
deixar,lassare,verb
Eduardo,Eduardo,properNoun
Éamon,Éamon,properNoun
fre,frenu,noun
contenir,cuntènnere,verb
Caruso,Caruso,properNoun
lluentor,lugore,noun
alentir,rallentare,verb
germinar,brotare,verb
Maitane,Maitane,properNoun
calibrador,calibradore,noun
Trueba,Trueba,properNoun
Adalid,Adalid,properNoun
Udine,Ùdine,properNoun
pegmatita,pegmatite,noun
Ragón,Ragón,properNoun
conseller,cussigeri,noun
Coderch,Coderch,properNoun
patinatge,patinàgiu,noun
demòcrata,democràticu,noun
Rivaldo,Rivaldo,properNoun
Marguerite,Marguerite,properNoun
Yemina,Yemina,properNoun
ric,ricu,adjective
contemplació,cuntemplatzione,noun
fins al cap de,finas a su cabu de,preposition
Azucena,Azucena,properNoun
vector,vetore,noun
sociolingüístic,sotziolinguìsticu,adjective
desagradable,isgradèssidu,adjective
Pirineu,Pireneos,properNoun
Leclerc,Leclerc,properNoun
Badosa,Badosa,properNoun
Letitia,Letitia,properNoun
Caño,Caño,properNoun
afroamericà,afroamericanu,adjective
Pous,Pous,properNoun
ponent,ponente,noun
làtex,late de figu,noun
càmera,càmera,noun
delictiu,delituosu,adjective
sintètic,sintèticu,adjective
Riells,Riells,properNoun
oceà,otzèanu,noun
calar,calare,verb
Wapachee,Wapachee,properNoun
agregació,agregatzione,noun
clandestinitat,cuadura,noun
impuresa,impuresa,noun
evacuació,isfollamentu,noun
indefinidament,in manera indefinida,adverb
Seppänen,Seppänen,properNoun
interprofessional,interprofessionale,adjective
Manrubia,Manrubia,properNoun
Nirmana,Nirmana,properNoun
Cal·líope,Cal·líope,properNoun
Amor,Amor,properNoun
al punt,a su puntu,adverb
Ané,Ané,properNoun
interministerialment,in manera interministeriale,adverb
Rosángela,Rosángela,properNoun
obrar,operare,verb
contracció,contratzione,noun
erròniament,erroneamente,adverb
cooperació,cooperatzione,noun
von Seidl,von Seidl,properNoun
Pascaline,Pascaline,properNoun
Douce,Douce,properNoun
votació,votatzione,noun
alberg,albergo,noun
Panisello,Panisello,properNoun
Aidan,Aidan,properNoun
abdicar,abdicare,verb
Luana,Luana,properNoun
probatòriament,in manera probatòria,adverb
Barbastre,Barbastro,properNoun
silicat,silicadu,noun
Rosselló,Rosselló,properNoun
Granado,Granado,properNoun
urgent,apretosu,adjective
destacar,distacare,verb
Aileen,Aileen,properNoun
Balde,Balde,properNoun
subornar,corrùmpere,verb
Caruncho,Caruncho,properNoun
Agatha,Agatha,properNoun
Sarina,Sarina,properNoun
corda,corda,noun
Kazan,Kazan,properNoun
viatger,biagiadore,noun
Bonsant,Bonsant,properNoun
Hackett,Hackett,properNoun
von Stein,von Stein,properNoun
jeràrquic,geràrchicu,adjective
vestigi,rasta,noun
Giorgi,Giorgi,properNoun
Rabat,Rabat,properNoun
samarreta,malliedda,noun
Ferdaous,Ferdaous,properNoun
Txell,Txell,properNoun
Joseba,Joseba,properNoun
delicadament,in manera delicada,adverb
trilingüe,trilìngue,adjective
Dahl,Dahl,properNoun
Murphy,Murphy,properNoun
creditor,creditore,noun
Miousse,Miousse,properNoun
Anouska,Anouska,properNoun
quantitatiu,cuantitativu,adjective
Orlanda,Orlanda,properNoun
Deraspe,Deraspe,properNoun
Careddu,Careddu,properNoun
Fricano,Fricano,properNoun
industrial,industriale,adjective
estimadorament,in manera istimadora,adverb
Deslippe,Deslippe,properNoun
Gustave,Gustave,properNoun
pluvialment,in manera proinosa,adverb
Champigny,Champigny,properNoun
Wilkins,Wilkins,properNoun
Illa de Bathurst,Ìsula de Parry Bathrust,properNoun
més aviat,prus a prestu,adverb
Archibald,Archibald,properNoun
Al,Al,properNoun
Edith,Edith,properNoun
Loay,Loay,properNoun
propi,pròpiu,adjective
entusiasmar,dilliare,verb
Oria,Oria,properNoun
defensar,defensare,verb
absurd,assurdu,adjective
de debò,a beru,adverb
Ramoneda,Ramoneda,properNoun
renou,rennou,noun
convenientment,in manera cumbeniente,adverb
infiltració,intradura,noun
Manoukian,Manoukian,properNoun
Anaya,Anaya,properNoun
Masa,Masa,properNoun
familiaritat,familiaridade,noun
Victoire,Victoire,properNoun
sorprenentment,ispantosamente,adverb
Valèria,Valèria,properNoun
financer,finantzieri,adjective
fotògraf,fotògrafu,noun
sobre,subra,preposition
megalític,megalìticu,adjective
brutalitat,brutalidade,noun
Eliseu,Eliseu,properNoun
meteorològicament,in manera meteorològica,adverb
intolerantment,in manera intollerante,adverb
Floriano,Floriano,properNoun
puresa,puresa,noun
xic,pagu,adjective
blindatge,blindada,noun
van Eyck,van Eyck,properNoun
Latitia,Latitia,properNoun
Zobelda,Zobelda,properNoun
cuina,coghina,noun
neorealista,neorealista,adjective
Alcala,Alcala,properNoun
Perelman,Perelman,properNoun
Edmond,Edmond,properNoun
cigne,tzignu,noun
Chalut,Chalut,properNoun
Castañé,Castañé,properNoun
Llull,Llull,properNoun
confederar,assotziare,verb
Bosque,Bosque,properNoun
geni,gèniu,noun
Alt Penedès,Alt Penedès,properNoun
Johnson,Johnson,properNoun
Leopoldina,Leopoldina,properNoun
derrocar,derrùere,verb
Barbarossa,Barbarossa,properNoun
Teo,Teo,properNoun
cosmopolitament,in manera cosmopolita,adverb
Hortènsia,Hortènsia,properNoun
euro,èuro,noun
Kylee,Kylee,properNoun
Aznar,Aznar,properNoun
Calahorro,Calahorro,properNoun
en l'entorn de,in tundu de,preposition
Bowie,Bowie,properNoun
Marsella,Marsìglia,properNoun
Orea,Orea,properNoun
Vinka,Vinka,properNoun
colp,corfu,noun
expansiu,carignosu,adjective
seleccionador,seletzionadore,noun
indiferentment,in manera indiferente,adverb
convivència,cunvivèntzia,noun
civil,tzivile,noun
Taillac,Taillac,properNoun
Arkansas,Arkansas,properNoun
Saviadjuk,Saviadjuk,properNoun
McAleese,McAleese,properNoun
Rayleigh,Rayleigh,properNoun
Morello,Morello,properNoun
Suyaj,Suyaj,properNoun
Xoán,Xoán,properNoun
radioactiu,radioativu,adjective
Unzueta,Unzueta,properNoun
segons es dedueix de,comente dimustradu dae,preposition
Essiambre,Essiambre,properNoun
Morris,Morris,properNoun
Rubia,Rubia,properNoun
Garcés,Garcés,properNoun
Cases,Cases,properNoun
Bonhomme,Bonhomme,properNoun
firmar,firmare,verb
eludir,isfrancare,verb
neologisme,neologismu,noun
Campi,Campi,properNoun
Popescu,Popescu,properNoun
Cerone,Cerone,properNoun
de Montijo,de Montijo,properNoun
Nogué,Nogué,properNoun
Serentill,Serentill,properNoun
Bares,Bares,properNoun
Paliotti,Paliotti,properNoun
Bassas,Bassas,properNoun
Boisselle,Boisselle,properNoun
Amelina,Amelina,properNoun
crom,cromu,noun
Hazen,Hazen,properNoun
juliol,argiolas,noun
Ciudad,Ciudad,properNoun
Monaghan,Monaghan,properNoun
al qual,a su chi,relativePronoun
Kaufman,Kaufman,properNoun
Salgueiro,Salgueiro,properNoun
indonesi,indonesianu,adjective
Adán,Adán,properNoun
grandiositat,grandiosidade,noun
Rhainds,Rhainds,properNoun
correcció,curretzione,noun
fluvial,de su riu,adjective
Pagés,Pagés,properNoun
Varó,Varó,properNoun
Reyes,Reyes,properNoun
Saya,Saya,properNoun
Gómez,Gómez,properNoun
a l'agost,in austu,adverb
enviament,imbiu,noun
Nuncia,Nuncia,properNoun
motiu,motivu,noun
Juppé,Juppé,properNoun
Cèlebes,Cèlebes,properNoun
Valònia,Vallònia,properNoun
MacNamara,MacNamara,properNoun
Orabelle,Orabelle,properNoun
escàs,iscassu,adjective
dacsa,trigu moriscu,noun
insuficient,insufitziente,adjective
modestament,modestamente,adverb
Robson,Robson,properNoun
Bowers,Bowers,properNoun
Rodolfo,Rodolfo,properNoun
depredadorament,in manera predatora,adverb
reticència,malesa,noun
remodelar,torrare a modellare,verb
Tur,Tur,properNoun
capaç,capatzu,adjective
alfabètic,alfabèticu,adjective
Carbonell,Carbonell,properNoun
Frigon,Frigon,properNoun
Grandbois,Grandbois,properNoun
arriar,sollitzitare,verb
vocabulari,vocabulàriu,noun
síndrome,sìndrome,noun
Olmos,Olmos,properNoun
Polisena,Polisena,properNoun
Ripollès,Ripollès,properNoun
Nova Guinea,Ghinea Noa,properNoun
Borao,Borao,properNoun
inflexional,inflessionale,adjective
mòbil,mòbile,adjective
motoritzar,motorizare,verb
Servi,Servi,properNoun
Estirado,Estirado,properNoun
artritis,artrite,noun
tsarina,tzar,noun
capitost,capu,noun
parada,firmada,noun
oligarquia,oligarchia,noun
caverna,conca,noun
binàriament,in manera binària,adverb
VIII,VIII,numeral
Croze,Croze,properNoun
Valera,Valera,properNoun
cargol,vite,noun
muntanyós,montagninu,adjective
sabó,sabone,noun
Talero,Talero,properNoun
Laforce,Laforce,properNoun
zebra,zebra,noun
contrast,cuntrastu,noun
referent,referente,noun
Tió,Tió,properNoun
dona,fèmina,noun
descolonitzar,decolonizare,verb
propaganda,propaganda,noun
fidelment,fidelmente,adverb
jeràrquicament,in manera geràrchica,adverb
Bonastre,Bonastre,properNoun
finit,agabbadu,adjective
Losada,Losada,properNoun
corpus,corpu,noun
estèrilment,in manera istèrile,adverb
calcita,carbonadu de sòdiu,noun
condensadorament,in manera cundensadora,adverb
Marine,Marine,properNoun
oïda,oidu,noun
subclasse,sutaclasse,noun
cordialment,in manera cordiale,adverb
Holmes,Holmes,properNoun
canya,canna,noun
Gallardón,Gallardón,properNoun
Peter,Peter,properNoun
arrendament,afitu,noun
reumatisme,reumatismu,noun
Huppé,Huppé,properNoun
Loreto,Loreto,properNoun
novament,torra,adverb
Richardson,Richardson,properNoun
secret,segretu,noun
Diao,Diao,properNoun
pilar,pilastru,noun
Domené,Domené,properNoun
Caldés,Caldés,properNoun
Simons,Simons,properNoun
Alguer,Alighera,properNoun
vint-i-cinc,bintighimbe,numeral
Perucho,Perucho,properNoun
llargària,longària,noun
naturalitat,naturalidade,noun
no obstant,nointames,subordinatingConjunction
solar,terrinu,noun
posposar,rimandare,verb
etnològic,etnològicu,adjective
Espanya,Ispagna,properNoun
líder,ghia,noun
assessor,assessore,noun
identificar,identificare,verb
ametler,àrbore de mèndula,noun
assegurança,asseguratzione,noun
injecció,puntura,noun
excavació,iscavu,noun
acusador,acusadore,noun
Sant Romà d'Abella,Sant Romà d'Abella,properNoun
memorial,ammentu,noun
estómac,istògomo,noun
aeronàuticament,in manera aeronàutica,adverb
libanès,libanesu,noun
Manero,Manero,properNoun
Ruby,Ruby,properNoun
Gregorio,Gregorio,properNoun
Lalo,Lalo,properNoun
Potočnik,Potočnik,properNoun
Barnadas,Barnadas,properNoun
Corcoy,Corcoy,properNoun
cursivament,in manera cursiva,adverb
Bobbish,Bobbish,properNoun
ampolla,ampulla,noun
moralista,moralista,noun
temperament,temperamentu,noun
Dupras,Dupras,properNoun
avortar,istrumare,verb
Bettina,Bettina,properNoun
punitiu,punitivu,adjective
llei,lei,noun
Bretones,Bretones,properNoun
convit,cunvitu,noun
Esplugas,Esplugas,properNoun
pinacoteca,pinacoteca,noun
Badenas,Badenas,properNoun
corporal,corporale,adjective
catifa,tapete,noun
congestió,cungestione,noun
Chong,Chong,properNoun
Barceloneta,Bartzelonedda,properNoun
Rivas,Rivas,properNoun
inventariar,fàghere s'inventàriu,verb
acceleradament,in manera atzelerada,adverb
Òscar,Òscar,properNoun
Zulma,Zulma,properNoun
Glicerio,Glicerio,properNoun
pastilla,pìndula,noun
interessadament,in manera interessada,adverb
malaltia,maladia,noun
direcció,diretzione,noun
Hudson,Hudson,properNoun
simular,simulare,verb
Dánae,Dánae,properNoun
vessament,isparghimentu,noun
barceloní,bartzellonesu,noun
Espargaró,Espargaró,properNoun
seguidor,sighidore,adjective
materialment,in manera materiale,adverb
Tumbarello,Tumbarello,properNoun
reeditar,torrare a publicare,verb
penya-segat,rocàrgiu,noun
Curtis,Curtis,properNoun
Aspirot,Aspirot,properNoun
espuma,ispuma,noun
von Wolkenstein,von Wolkenstein,properNoun
escorça,iscortza,noun
Chicharro,Chicharro,properNoun
O'Sullivan,O'Sullivan,properNoun
Lainesse,Lainesse,properNoun
Sandy,Sandy,properNoun
minúscul,minoreddeddu,adjective
eina,aina,noun
Google,Google,properNoun
protecció,protetzione,noun
Novellá,Novellá,properNoun
Berges,Berges,properNoun
Lamarche,Lamarche,properNoun
Castanyer,Castanyer,properNoun
imprimir,imprentare,verb
Peláez,Peláez,properNoun
botifarra,sartitzu,noun
nen,pitzinnu,noun
Afnan,Afnan,properNoun
Jaume el Conqueridor,Giacu su Conchistadore,properNoun
estrall,ruina,noun
Guix,Guix,properNoun
macarró,macarrone,noun
Berdún,Berdún,properNoun
pronòstic,pronòsticu,noun
envelliment,imbetzamentu,noun
Cosby,Cosby,properNoun
Liria,Liria,properNoun
hidrogen,idrògenu,noun
Beauseigle,Beauseigle,properNoun
taquigrafia,tachigrafia,noun
al darrere de,dae segus,preposition
Calbet,Calbet,properNoun
Moisan,Moisan,properNoun
honorar,onorare,verb
Sanfilippo,Sanfilippo,properNoun
Bélisle,Bélisle,properNoun
vencedor,binchidore,noun
autògraf,autògrafu,noun
eco,torraboghe,noun
Giménez,Giménez,properNoun
Lamont,Lamont,properNoun
Bellegarde,Bellegarde,properNoun
O'Carroll,O'Carroll,properNoun
flor,frore,noun
Vlentina,Vlentina,properNoun
Crisafulli,Crisafulli,properNoun
Adelais,Adelais,properNoun
Artiga,Artiga,properNoun
sàtir,sàtiru,noun
Ramon,Raimundu,properNoun
Rojals,Rojals,properNoun
mentir,nàrrere fàulas,verb
centrafricà,centrafricanu,adjective
Etok,Etok,properNoun
subgènere,subgèneru,noun
jihadista,jihadista,noun
Katelynn,Katelynn,properNoun
cúbic,cùbicu,adjective
Ciudad Real,Ciudad Real,properNoun
avançament,avantzamentu,noun
argumentació,tema,noun
Bourgelas,Bourgelas,properNoun
Reynolds,Reynolds,properNoun
mitjà de comunicació,mèdiu de comunicatzione,noun
reprendre,torrare a pigare,verb
Lantagne,Lantagne,properNoun
Macaluso,Macaluso,properNoun
escairar,iscuadrare,verb
Georg,Georg,properNoun
Descheneaux,Descheneaux,properNoun
Gould,Gould,properNoun
colonialista,colonialista,noun
Bretanya,Bretagna,properNoun
neoliberalment,in manera neoliberale,adverb
Barnabé,Barnabé,properNoun
Clarkson,Clarkson,properNoun
avantatjar,avantagiare,verb
novell,noàdile,adjective
cap,cabu,noun
comboi,caravana,noun
entreteniment,istentu,noun
impactantment,in manera influinde,adverb
apel·lar,tzerriare,verb
Brito,Brito,properNoun
a bord,a intro,adverb
crueltat,crudelidade,noun
Payá,Payá,properNoun
humorista,umorista,noun
Spano,Spano,properNoun
gradient,gradiente,noun
demandar,preguntare,verb
atribuir,atribuire,verb
inflació,inflatzione,noun
Arbiol,Arbiol,properNoun
afectació,cuidadu,noun
McKay,McKay,properNoun
sensible,sensìbile,adjective
flux,flussu,noun
Erol,Erol,properNoun
Loza,Loza,properNoun
coexistència,coesistèntzia,noun
Gea,Gea,properNoun
Frusciante,Frusciante,properNoun
Vila,Vila,properNoun
tinta,tinta,noun
funcionar,funtzionare,verb
darrerement,urtimamente,adverb
leninisme,leninismu,noun
Layette,Layette,properNoun
ascendent,chi àrtziat,adjective
Jerôme,Jerôme,properNoun
codificador,codificadore,noun
demència,demèntzia,noun
usuari,impitadore,noun
presidencial,presidentziale,adjective
Whelan,Whelan,properNoun
fer fora,eliminare,verb
almirall,ammiràlliu,noun
Connick,Connick,properNoun
protuberància,tzurumba,noun
congolès,congolesu,noun
quart de final,cuartu de finale,noun
Malia,Malia,properNoun
Soumaya,Soumaya,properNoun
cistella,isportinu,noun
Forné,Forné,properNoun
Valldeoriola,Valldeoriola,properNoun
perdulari,perdulàriu,adjective
Lhérault,Lhérault,properNoun
clausurar,serrare,verb
Goethe,Goethe,properNoun
Leocricia,Leocricia,properNoun
Mongeau,Mongeau,properNoun
Espanyol,Espanyol,properNoun
Luisa,Luisa,properNoun
Kwok,Kwok,properNoun
Ingham,Ingham,properNoun
Rambla,Rambla,properNoun
Brizuela,Brizuela,properNoun
concussió,concussione,noun
altern,alternu,adjective
diabetis,diabete,noun
Staubach,Staubach,properNoun
von Blaskowitz,von Blaskowitz,properNoun
espantar,assustare,verb
Ullrich,Ullrich,properNoun
potestat,podere,noun
Milena,Milena,properNoun
geòleg,geòlogu,noun
colesterol,colesterolu,noun
oceànic,otzeànicu,adjective
bestial,bestiale,adjective
Trías,Trías,properNoun
qatarià,qatarianu,adjective
Clayton,Clayton,properNoun
Ava,Ava,properNoun
Sicart,Sicart,properNoun
Arauz,Arauz,properNoun
Gaudet,Gaudet,properNoun
McGowan,McGowan,properNoun
Sant Josep,Sant Josep,properNoun
búlgar,bùlgaru,adjective
República Txeca,Repùblica Ceca,properNoun
Doyon,Doyon,properNoun
estàtic,istàticu,adjective
Frenière,Frenière,properNoun
Petiquay,Petiquay,properNoun
vorejar,cunfinare,verb
Dulac,Dulac,properNoun
demanial,demaniale,adjective
Limiñana,Limiñana,properNoun
Ayllon,Ayllon,properNoun
document,documentu,noun
Diioia,Diioia,properNoun
Afra,Afra,properNoun
Guiu,Guiu,properNoun
Duranceau,Duranceau,properNoun
Leonilda,Leonilda,properNoun
Escorcia,Escorcia,properNoun
Petunia,Petunia,properNoun
magnèticament,in manera magnètica,adverb
intersecció,rughe,noun
gramàtic,grammàticu,noun
contacte,cuntatu,noun
emboscar,imboscare,verb
reciclar,ritziclare,verb
aqueix,custu,pronoun
aqueix,custu,determiner
aqueix,custu,demonstrativePronoun
Bonneau,Bonneau,properNoun
federalista,federalista,noun
Cranmer,Cranmer,properNoun
Lukas,Lukas,properNoun
missioner,missionàriu,adjective
Ring,Ring,properNoun
Juanita,Juanita,properNoun
gros,grusu,adjective
patronalment,in manera patronale,adverb
Cotes,Cotes,properNoun
Delaunais,Delaunais,properNoun
Fallu,Fallu,properNoun
Caucas,Càucasu,properNoun
per a això,pro cuddu,subordinatingConjunction
gramatical,grammaticale,adjective
rotació,giru,noun
atmosfera,atmosfera,noun
El Asri,El Asri,properNoun
estèril,istèrile,adjective
Orihuel,Orihuel,properNoun
orfebreria,orefitzeria,noun
Calvache,Calvache,properNoun
repòs,pasu,noun
figuració,figuratzione,noun
Calpe,Calpe,properNoun
logudorès,logudoresu,adjective
significatiu,significativu,adjective
