 "written_rep_a" , "lex_entry_a" , "sense_a" , "trans" , "sense_b" , "lex_entry_b" , "written_rep_b" , "POS" ,
 "sonder" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/sonder-ADP-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/sonder_zonder-pr-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/sonder_zonder-pr-af-sense-zonder_sonder-pr-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/zonder_sonder-pr-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/zonder-ADP-nl" , "zonder" , "http://www.lexinfo.net/ontology/2.0/lexinfo#preposition" ,
 "in die algemeen" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/in%20die%20algemeen-ADV-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/in%20die%20algemeen_in%20het%20algemeen-adv-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/in%20die%20algemeen_in%20het%20algemeen-adv-af-sense-in%20het%20algemeen_in%20die%20algemeen-adv-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/in%20het%20algemeen_in%20die%20algemeen-adv-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/in%20het%20algemeen-ADV-nl" , "in het algemeen" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "bedrewenheid" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/bedrewenheid-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/bedrewenheid_bedrevenheid-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/bedrewenheid_bedrevenheid-n-af-sense-bedrevenheid_bedrewenheid-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/bedrevenheid_bedrewenheid-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/bedrevenheid-NOUN-nl" , "bedrevenheid" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "omspoel" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/omspoel-VERB-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/omspoel_omspoelen-vblex-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/omspoel_omspoelen-vblex-af-sense-omspoelen_omspoel-vblex-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/omspoelen_omspoel-vblex-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/omspoelen-VERB-nl" , "omspoelen" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "identifiseer" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/identifiseer-VERB-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/identifiseer_identificeren-vblex-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/identifiseer_identificeren-vblex-af-sense-identificeren_identifiseer-vblex-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/identificeren_identifiseer-vblex-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/identificeren-VERB-nl" , "identificeren" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "skatting" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/skatting-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/skatting_schatting-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/skatting_schatting-n-af-sense-schatting_skatting-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/schatting_skatting-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/schatting-NOUN-nl" , "schatting" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "bedreiging" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/bedreiging-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/bedreiging_bedreiging-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/bedreiging_bedreiging-n-af-sense-bedreiging_bedreiging-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/bedreiging_bedreiging-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/bedreiging-NOUN-nl" , "bedreiging" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "ontmoet" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/ontmoet-VERB-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/ontmoet_ontmoeten-vblex-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/ontmoet_ontmoeten-vblex-af-sense-ontmoeten_ontmoet-vblex-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/ontmoeten_ontmoet-vblex-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/ontmoeten-VERB-nl" , "ontmoeten" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "België" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/Belgi%C3%AB-PROPN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/Belgi%C3%AB_Belgi%C3%AB-np-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/Belgi%C3%AB_Belgi%C3%AB-np-af-sense-Belgi%C3%AB_Belgi%C3%AB-np-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/Belgi%C3%AB_Belgi%C3%AB-np-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/Belgi%C3%AB-PROPN-nl" , "België" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "verf" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/verf-VERB-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/verf_verven-vblex-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/verf_verven-vblex-af-sense-verven_verf-vblex-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/verven_verf-vblex-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/verven-VERB-nl" , "verven" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "inloop" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/inloop-VERB-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/inloop_inlopen-vblex-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/inloop_inlopen-vblex-af-sense-inlopen_inloop-vblex-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/inlopen_inloop-vblex-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/inlopen-VERB-nl" , "inlopen" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "aanhaling" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/aanhaling-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/aanhaling_citaat-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/aanhaling_citaat-n-af-sense-citaat_aanhaling-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/citaat_aanhaling-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/citaat-NOUN-nl" , "citaat" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "uitleg" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/uitleg-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/uitleg_uitleg-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/uitleg_uitleg-n-af-sense-uitleg_uitleg-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/uitleg_uitleg-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/uitleg-NOUN-nl" , "uitleg" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "virtueel" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/virtueel-ADJ-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/virtueel_virtueel-adj-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/virtueel_virtueel-adj-af-sense-virtueel_virtueel-adj-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/virtueel_virtueel-adj-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/virtueel-ADJ-nl" , "virtueel" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "kant" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/kant-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/kant_kant-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/kant_kant-n-af-sense-kant_kant-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/kant_kant-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/kant-NOUN-nl" , "kant" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "geskeduleer" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/geskeduleer-ADJ-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/geskeduleer_gepland-adj-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/geskeduleer_gepland-adj-af-sense-gepland_geskeduleer-adj-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/gepland_geskeduleer-adj-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/gepland-ADJ-nl" , "gepland" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "hare" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/hare-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/hare_haar-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/hare_haar-n-af-sense-haar_hare-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/haar_hare-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/haar-NOUN-nl" , "haar" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "waarde" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/waarde-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/waarde_waarde-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/waarde_waarde-n-af-sense-waarde_waarde-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/waarde_waarde-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/waarde-NOUN-nl" , "waarde" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "sakekern" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/sakekern-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/sakekern_zakencentrum-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/sakekern_zakencentrum-n-af-sense-zakencentrum_sakekern-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/zakencentrum_sakekern-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/zakencentrum-NOUN-nl" , "zakencentrum" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "oopbron" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/oopbron-ADJ-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/oopbron_opensource-adj-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/oopbron_opensource-adj-af-sense-opensource_oopbron-adj-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/opensource_oopbron-adj-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/opensource-ADJ-nl" , "opensource" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "verder" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/verder-ADJ-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/verder_verder-adj-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/verder_verder-adj-af-sense-verder_verder-adj-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/verder_verder-adj-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/verder-ADJ-nl" , "verder" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "Siberië" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/Siberi%C3%AB-PROPN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/Siberi%C3%AB_Siberi%C3%AB-np-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/Siberi%C3%AB_Siberi%C3%AB-np-af-sense-Siberi%C3%AB_Siberi%C3%AB-np-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/Siberi%C3%AB_Siberi%C3%AB-np-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/Siberi%C3%AB-PROPN-nl" , "Siberië" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "majesteit" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/majesteit-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/majesteit_majesteit-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/majesteit_majesteit-n-af-sense-majesteit_majesteit-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/majesteit_majesteit-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/majesteit-NOUN-nl" , "majesteit" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "ingang" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/ingang-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/ingang_ingang-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/ingang_ingang-n-af-sense-ingang_ingang-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/ingang_ingang-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/ingang-NOUN-nl" , "ingang" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "tuinier" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/tuinier-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/tuinier_tunier-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/tuinier_tunier-n-af-sense-tunier_tuinier-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/tunier_tuinier-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/tunier-NOUN-nl" , "tunier" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "oneerlik" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/oneerlik-ADJ-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/oneerlik_oneerlijk-adj-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/oneerlik_oneerlijk-adj-af-sense-oneerlijk_oneerlik-adj-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/oneerlijk_oneerlik-adj-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/oneerlijk-ADJ-nl" , "oneerlijk" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "een" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/een-NUM-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/een_%C3%A9%C3%A9n-num-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/een_%C3%A9%C3%A9n-num-af-sense-%C3%A9%C3%A9n_een-num-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/%C3%A9%C3%A9n_een-num-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/%C3%A9%C3%A9n-NUM-nl" , "één" , "http://www.lexinfo.net/ontology/2.0/lexinfo#numeral" ,
 "kollektief" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/kollektief-ADJ-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/kollektief_collectief-adj-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/kollektief_collectief-adj-af-sense-collectief_kollektief-adj-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/collectief_kollektief-adj-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/collectief-ADJ-nl" , "collectief" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "liriek" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/liriek-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/liriek_songtekst-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/liriek_songtekst-n-af-sense-songtekst_liriek-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/songtekst_liriek-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/songtekst-NOUN-nl" , "songtekst" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "moedig" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/moedig-ADJ-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/moedig_moedig-adj-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/moedig_moedig-adj-af-sense-moedig_moedig-adj-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/moedig_moedig-adj-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/moedig-ADJ-nl" , "moedig" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "beraam" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/beraam-VERB-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/beraam_beramen-vblex-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/beraam_beramen-vblex-af-sense-beramen_beraam-vblex-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/beramen_beraam-vblex-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/beramen-VERB-nl" , "beramen" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "geskiedkundige" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/geskiedkundige-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/geskiedkundige_historicus-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/geskiedkundige_historicus-n-af-sense-historicus_geskiedkundige-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/historicus_geskiedkundige-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/historicus-NOUN-nl" , "historicus" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "vertaling" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/vertaling-NOUN-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/vertaling_vertaling-n-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/vertaling_vertaling-n-af-sense-vertaling_vertaling-n-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/vertaling_vertaling-n-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/vertaling-NOUN-nl" , "vertaling" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "benodig" , "http://linguistic.linkeddata.es/id/apertium/lexiconAF/benodig-VERB-af" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/benodig_benodigen-vblex-af-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/benodig_benodigen-vblex-af-sense-benodigen_benodig-vblex-nl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetAF-NL/benodigen_benodig-vblex-nl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconNL/benodigen-VERB-nl" , "benodigen" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
