 "written_rep_a" , "lex_entry_a" , "sense_a" , "trans" , "sense_b" , "lex_entry_b" , "written_rep_b" , "POS" ,
 "Jan" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Jan-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Jan_Jan-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Jan_Jan-np-crh-sense-Jan_Jan-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Jan_Jan-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Jan-PROPN-tr" , "Jan" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "teftiş" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/tefti%C5%9F-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tefti%C5%9F_tefti%C5%9F-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tefti%C5%9F_tefti%C5%9F-n-crh-sense-tefti%C5%9F_tefti%C5%9F-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tefti%C5%9F_tefti%C5%9F-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/tefti%C5%9F-NOUN-tr" , "teftiş" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "çalqan" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/%C3%A7alqan-VERB-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%A7alqan_%C3%A7alkalan-v-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%A7alqan_%C3%A7alkalan-v-crh-sense-%C3%A7alkalan_%C3%A7alqan-v-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%A7alkalan_%C3%A7alqan-v-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/%C3%A7alkalan-VERB-tr" , "çalkalan" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "bölük" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/b%C3%B6l%C3%BCk-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/b%C3%B6l%C3%BCk_b%C3%B6l%C3%BCk-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/b%C3%B6l%C3%BCk_b%C3%B6l%C3%BCk-n-crh-sense-b%C3%B6l%C3%BCk_b%C3%B6l%C3%BCk-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/b%C3%B6l%C3%BCk_b%C3%B6l%C3%BCk-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/b%C3%B6l%C3%BCk-NOUN-tr" , "bölük" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "qartal" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/qartal-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/qartal_kartal-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/qartal_kartal-n-crh-sense-kartal_qartal-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/kartal_qartal-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/kartal-NOUN-tr" , "kartal" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Krılatov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Kr%C4%B1latov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Kr%C4%B1latov_Kr%C4%B1latov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Kr%C4%B1latov_Kr%C4%B1latov-np-crh-sense-Kr%C4%B1latov_Kr%C4%B1latov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Kr%C4%B1latov_Kr%C4%B1latov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Kr%C4%B1latov-PROPN-tr" , "Krılatov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "tikil" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/tikil-VERB-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tikil_gel-v-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tikil_gel-v-crh-sense-gel_tikil-v-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/gel_tikil-v-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/gel-VERB-tr" , "gel" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "Volohov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Volohov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Volohov_Volohov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Volohov_Volohov-np-crh-sense-Volohov_Volohov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Volohov_Volohov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Volohov-PROPN-tr" , "Volohov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Abdureşit" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Abdure%C5%9Fit-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Abdure%C5%9Fit_Abdure%C5%9Fit-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Abdure%C5%9Fit_Abdure%C5%9Fit-np-crh-sense-Abdure%C5%9Fit_Abdure%C5%9Fit-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Abdure%C5%9Fit_Abdure%C5%9Fit-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Abdure%C5%9Fit-PROPN-tr" , "Abdureşit" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "zorbalıq" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/zorbal%C4%B1q-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/zorbal%C4%B1q_zul%C3%BCm-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/zorbal%C4%B1q_zul%C3%BCm-n-crh-sense-zul%C3%BCm_zorbal%C4%B1q-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/zul%C3%BCm_zorbal%C4%B1q-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/zul%C3%BCm-NOUN-tr" , "zulüm" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "müdir" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/m%C3%BCdir-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/m%C3%BCdir_m%C3%BCd%C3%BCr-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/m%C3%BCdir_m%C3%BCd%C3%BCr-n-crh-sense-m%C3%BCd%C3%BCr_m%C3%BCdir-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/m%C3%BCd%C3%BCr_m%C3%BCdir-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/m%C3%BCd%C3%BCr-NOUN-tr" , "müdür" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Gaynutdinov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Gaynutdinov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Gaynutdinov_Gaynutdinov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Gaynutdinov_Gaynutdinov-np-crh-sense-Gaynutdinov_Gaynutdinov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Gaynutdinov_Gaynutdinov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Gaynutdinov-PROPN-tr" , "Gaynutdinov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "terrorizm" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/terrorizm-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/terrorizm_ter%C3%B6rizm-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/terrorizm_ter%C3%B6rizm-n-crh-sense-ter%C3%B6rizm_terrorizm-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ter%C3%B6rizm_terrorizm-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/ter%C3%B6rizm-NOUN-tr" , "terörizm" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "çatış" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/%C3%A7at%C4%B1%C5%9F-VERB-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%A7at%C4%B1%C5%9F_%C3%A7at%C4%B1%C5%9F-v-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%A7at%C4%B1%C5%9F_%C3%A7at%C4%B1%C5%9F-v-crh-sense-%C3%A7at%C4%B1%C5%9F_%C3%A7at%C4%B1%C5%9F-v-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%A7at%C4%B1%C5%9F_%C3%A7at%C4%B1%C5%9F-v-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/%C3%A7at%C4%B1%C5%9F-VERB-tr" , "çatış" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "sağlıq" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/sa%C4%9Fl%C4%B1q-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/sa%C4%9Fl%C4%B1q_sa%C4%9Fl%C4%B1k-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/sa%C4%9Fl%C4%B1q_sa%C4%9Fl%C4%B1k-n-crh-sense-sa%C4%9Fl%C4%B1k_sa%C4%9Fl%C4%B1q-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/sa%C4%9Fl%C4%B1k_sa%C4%9Fl%C4%B1q-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/sa%C4%9Fl%C4%B1k-NOUN-tr" , "sağlık" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "kerçek" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/ker%C3%A7ek-ADJ-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ker%C3%A7ek_ger%C3%A7ek-adj-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ker%C3%A7ek_ger%C3%A7ek-adj-crh-sense-ger%C3%A7ek_ker%C3%A7ek-adj-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ger%C3%A7ek_ker%C3%A7ek-adj-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/ger%C3%A7ek-ADJ-tr" , "gerçek" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "Yeysk" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Yeysk-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Yeysk_Yeysk-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Yeysk_Yeysk-np-crh-sense-Yeysk_Yeysk-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Yeysk_Yeysk-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Yeysk-PROPN-tr" , "Yeysk" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Lınovıtsâ" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/L%C4%B1nov%C4%B1ts%C3%A2-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/L%C4%B1nov%C4%B1ts%C3%A2_L%C4%B1nov%C4%B1tsa-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/L%C4%B1nov%C4%B1ts%C3%A2_L%C4%B1nov%C4%B1tsa-np-crh-sense-L%C4%B1nov%C4%B1tsa_L%C4%B1nov%C4%B1ts%C3%A2-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/L%C4%B1nov%C4%B1tsa_L%C4%B1nov%C4%B1ts%C3%A2-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/L%C4%B1nov%C4%B1tsa-PROPN-tr" , "Lınovıtsa" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "traktor" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/traktor-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/traktor_trakt%C3%B6r-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/traktor_trakt%C3%B6r-n-crh-sense-trakt%C3%B6r_traktor-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/trakt%C3%B6r_traktor-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/trakt%C3%B6r-NOUN-tr" , "traktör" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Gromenko" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Gromenko-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Gromenko_Gromenko-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Gromenko_Gromenko-np-crh-sense-Gromenko_Gromenko-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Gromenko_Gromenko-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Gromenko-PROPN-tr" , "Gromenko" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Aksenov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Aksenov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Aksenov_Aksenov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Aksenov_Aksenov-np-crh-sense-Aksenov_Aksenov-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Aksenov_Aksenov-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Aksenov-PROPN-tr" , "Aksenov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "yaşa" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/ya%C5%9Fa-VERB-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ya%C5%9Fa_ya%C5%9Fa-v-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ya%C5%9Fa_ya%C5%9Fa-v-crh-sense-ya%C5%9Fa_ya%C5%9Fa-v-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ya%C5%9Fa_ya%C5%9Fa-v-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/ya%C5%9Fa-VERB-tr" , "yaşa" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "Homâkov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Hom%C3%A2kov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Hom%C3%A2kov_Homakov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Hom%C3%A2kov_Homakov-np-crh-sense-Homakov_Hom%C3%A2kov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Homakov_Hom%C3%A2kov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Homakov-PROPN-tr" , "Homakov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Ades" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Ades-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Ades_Ades-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Ades_Ades-np-crh-sense-Ades_Ades-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Ades_Ades-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Ades-PROPN-tr" , "Ades" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Bizans" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Bizans-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Bizans_Bizans-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Bizans_Bizans-np-crh-sense-Bizans_Bizans-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Bizans_Bizans-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Bizans-PROPN-tr" , "Bizans" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Çalenko" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/%C3%87alenko-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%87alenko_%C3%87alenko-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%87alenko_%C3%87alenko-np-crh-sense-%C3%87alenko_%C3%87alenko-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%87alenko_%C3%87alenko-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/%C3%87alenko-PROPN-tr" , "Çalenko" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "bar" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/bar-ADJ-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bar_var-adj-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bar_var-adj-crh-sense-var_bar-adj-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/var_bar-adj-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/var-ADJ-tr" , "var" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "Çobanzade" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/%C3%87obanzade-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%87obanzade_%C3%87obanzade-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%87obanzade_%C3%87obanzade-np-crh-sense-%C3%87obanzade_%C3%87obanzade-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C3%87obanzade_%C3%87obanzade-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/%C3%87obanzade-PROPN-tr" , "Çobanzade" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Serov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Serov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Serov_Serov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Serov_Serov-np-crh-sense-Serov_Serov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Serov_Serov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Serov-PROPN-tr" , "Serov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
