 "written_rep_a" , "lex_entry_a" , "sense_a" , "trans" , "sense_b" , "lex_entry_b" , "written_rep_b" , "POS" ,
 "komast hjá" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/komast%20hj%C3%A1-VERB-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/komast%20hj%C3%A1_kringg%C3%A5-vblex-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/komast%20hj%C3%A1_kringg%C3%A5-vblex-is-sense-kringg%C3%A5_komast%20hj%C3%A1-vblex-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/kringg%C3%A5_komast%20hj%C3%A1-vblex-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/kringg%C3%A5-VERB-sv" , "kringgå" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "sjálfviljugur" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/sj%C3%A1lfviljugur-ADJ-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/sj%C3%A1lfviljugur_frivillig-adj-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/sj%C3%A1lfviljugur_frivillig-adj-is-sense-frivillig_sj%C3%A1lfviljugur-adj-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/frivillig_sj%C3%A1lfviljugur-adj-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/frivillig-ADJ-sv" , "frivillig" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "heller" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/heller-ADV-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/heller_heller-adv-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/heller_heller-adv-is-sense-heller_heller-adv-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/heller_heller-adv-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/heller-ADV-sv" , "heller" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "hnútur" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/hn%C3%BAtur-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/hn%C3%BAtur_knut-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/hn%C3%BAtur_knut-n-is-sense-knut_hn%C3%BAtur-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/knut_hn%C3%BAtur-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/knut-NOUN-sv" , "knut" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Leonardo" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/Leonardo-PROPN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Leonardo_Leonardo-np-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Leonardo_Leonardo-np-is-sense-Leonardo_Leonardo-np-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Leonardo_Leonardo-np-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/Leonardo-PROPN-sv" , "Leonardo" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "samningur" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/samningur-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/samningur_kontrakt-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/samningur_kontrakt-n-is-sense-kontrakt_samningur-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/kontrakt_samningur-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/kontrakt-NOUN-sv" , "kontrakt" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Silla" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/Silla-PROPN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Silla_Silla-np-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Silla_Silla-np-is-sense-Silla_Silla-np-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Silla_Silla-np-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/Silla-PROPN-sv" , "Silla" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "ættingi" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/%C3%A6ttingi-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A6ttingi_anh%C3%B6rig-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A6ttingi_anh%C3%B6rig-n-is-sense-anh%C3%B6rig_%C3%A6ttingi-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/anh%C3%B6rig_%C3%A6ttingi-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/anh%C3%B6rig-NOUN-sv" , "anhörig" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "ærlegur" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/%C3%A6rlegur-ADJ-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A6rlegur_ordentlig-adj-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A6rlegur_ordentlig-adj-is-sense-ordentlig_%C3%A6rlegur-adj-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/ordentlig_%C3%A6rlegur-adj-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/ordentlig-ADJ-sv" , "ordentlig" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "áletrun" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/%C3%A1letrun-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A1letrun_textning-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A1letrun_textning-n-is-sense-textning_%C3%A1letrun-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/textning_%C3%A1letrun-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/textning-NOUN-sv" , "textning" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "einsog" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/einsog-ADV-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/einsog_s%C3%A5som-adv-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/einsog_s%C3%A5som-adv-is-sense-s%C3%A5som_einsog-adv-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/s%C3%A5som_einsog-adv-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/s%C3%A5som-ADV-sv" , "såsom" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "endalok" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/endalok-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/endalok_fullbordande-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/endalok_fullbordande-n-is-sense-fullbordande_endalok-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/fullbordande_endalok-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/fullbordande-NOUN-sv" , "fullbordande" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "útiloka" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/%C3%BAtiloka-VERB-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%BAtiloka_utesluta-vblex-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%BAtiloka_utesluta-vblex-is-sense-utesluta_%C3%BAtiloka-vblex-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/utesluta_%C3%BAtiloka-vblex-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/utesluta-VERB-sv" , "utesluta" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "nifteindastjarna" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/nifteindastjarna-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/nifteindastjarna_neutronstj%C3%A4rna-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/nifteindastjarna_neutronstj%C3%A4rna-n-is-sense-neutronstj%C3%A4rna_nifteindastjarna-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/neutronstj%C3%A4rna_nifteindastjarna-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/neutronstj%C3%A4rna-NOUN-sv" , "neutronstjärna" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Collins" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/Collins-PROPN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Collins_Collins-np-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Collins_Collins-np-is-sense-Collins_Collins-np-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Collins_Collins-np-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/Collins-PROPN-sv" , "Collins" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "allt of" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/allt%20of-ADV-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/allt%20of_alltf%C3%B6r-adv-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/allt%20of_alltf%C3%B6r-adv-is-sense-alltf%C3%B6r_allt%20of-adv-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/alltf%C3%B6r_allt%20of-adv-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/alltf%C3%B6r-ADV-sv" , "alltför" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "Jones" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/Jones-PROPN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Jones_Jones-np-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Jones_Jones-np-is-sense-Jones_Jones-np-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Jones_Jones-np-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/Jones-PROPN-sv" , "Jones" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "aðlögun" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/a%C3%B0l%C3%B6gun-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/a%C3%B0l%C3%B6gun_anpassning-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/a%C3%B0l%C3%B6gun_anpassning-n-is-sense-anpassning_a%C3%B0l%C3%B6gun-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/anpassning_a%C3%B0l%C3%B6gun-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/anpassning-NOUN-sv" , "anpassning" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "mikill" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/mikill-ADJ-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/mikill_stor-adj-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/mikill_stor-adj-is-sense-stor_mikill-adj-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/stor_mikill-adj-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/stor-ADJ-sv" , "stor" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "Skúli" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/Sk%C3%BAli-PROPN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Sk%C3%BAli_Skule-np-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Sk%C3%BAli_Skule-np-is-sense-Skule_Sk%C3%BAli-np-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Skule_Sk%C3%BAli-np-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/Skule-PROPN-sv" , "Skule" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "hrifning" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/hrifning-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/hrifning_entusiasm-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/hrifning_entusiasm-n-is-sense-entusiasm_hrifning-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/entusiasm_hrifning-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/entusiasm-NOUN-sv" , "entusiasm" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Posselt" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/Posselt-PROPN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Posselt_Posselt-np-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Posselt_Posselt-np-is-sense-Posselt_Posselt-np-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/Posselt_Posselt-np-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/Posselt-PROPN-sv" , "Posselt" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "stund" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/stund-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/stund_stund-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/stund_stund-n-is-sense-stund_stund-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/stund_stund-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/stund-NOUN-sv" , "stund" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "kenna" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/kenna-VERB-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/kenna_l%C3%A4ra-vblex-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/kenna_l%C3%A4ra-vblex-is-sense-l%C3%A4ra_kenna-vblex-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/l%C3%A4ra_kenna-vblex-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/l%C3%A4ra-VERB-sv" , "lära" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "áreiðanleiki" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/%C3%A1rei%C3%B0anleiki-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A1rei%C3%B0anleiki_tillf%C3%B6rlitlighet-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A1rei%C3%B0anleiki_tillf%C3%B6rlitlighet-n-is-sense-tillf%C3%B6rlitlighet_%C3%A1rei%C3%B0anleiki-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/tillf%C3%B6rlitlighet_%C3%A1rei%C3%B0anleiki-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/tillf%C3%B6rlitlighet-NOUN-sv" , "tillförlitlighet" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "samkomulag" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/samkomulag-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/samkomulag_%C3%B6verenskommelse-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/samkomulag_%C3%B6verenskommelse-n-is-sense-%C3%B6verenskommelse_samkomulag-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%B6verenskommelse_samkomulag-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/%C3%B6verenskommelse-NOUN-sv" , "överenskommelse" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "þriðji" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/%C3%BEri%C3%B0ji-ADJ-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%BEri%C3%B0ji_tredje-adj-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%BEri%C3%B0ji_tredje-adj-is-sense-tredje_%C3%BEri%C3%B0ji-adj-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/tredje_%C3%BEri%C3%B0ji-adj-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/tredje-ADJ-sv" , "tredje" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "júgóslavneskur" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/j%C3%BAg%C3%B3slavneskur-ADJ-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/j%C3%BAg%C3%B3slavneskur_jugoslavisk-adj-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/j%C3%BAg%C3%B3slavneskur_jugoslavisk-adj-is-sense-jugoslavisk_j%C3%BAg%C3%B3slavneskur-adj-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/jugoslavisk_j%C3%BAg%C3%B3slavneskur-adj-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/jugoslavisk-ADJ-sv" , "jugoslavisk" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "minn" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/minn-PRON-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/minn_min-prn-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/minn_min-prn-is-sense-min_minn-prn-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/min_minn-prn-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/min-PRON-sv" , "min" , "http://www.lexinfo.net/ontology/2.0/lexinfo#pronoun" ,
 "minn" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/minn-PRON-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/minn_min-prn-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/minn_min-prn-is-sense-min_minn-prn-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/min_minn-prn-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/min-PRON-sv" , "min" , "http://www.lexinfo.net/ontology/2.0/lexinfo#possessivePronoun" ,
 "átta" , "http://linguistic.linkeddata.es/id/apertium/lexiconIS/%C3%A1tta-NOUN-is" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A1tta_%C3%A5tta-n-is-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A1tta_%C3%A5tta-n-is-sense-%C3%A5tta_%C3%A1tta-n-sv-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetIS-SV/%C3%A5tta_%C3%A1tta-n-sv-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconSV/%C3%A5tta-NOUN-sv" , "åtta" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
